Contrast name:,Group (agt)
Within-subjects contrast matrix:,c[1;1],c[1;2],
,1.000000,0.000000,
Between-subjects contrast matrix:,c[1;1],
,1.000000,
Overlap threshold:,0.500000

Results
ROI#,ROI size,average localizer mask size,inter-subject overlap,h[1;1],stderr[1;1],T/F,dof,p,p-fdr
1,370,37,1.000000,0.298855,0.152307,1.962185,2.000000,0.094374,0.195511
2,743,74,1.000000,0.288611,0.344086,0.838774,2.000000,0.244936,0.367405
3,462,46,1.000000,0.382659,0.199774,1.915457,2.000000,0.097756,0.195511
4,1627,162,1.000000,-0.007727,0.055990,-0.138012,2.000000,0.548564,0.548564
5,2948,294,1.000000,0.276128,0.123819,2.230090,2.000000,0.077747,0.195511
6,644,64,1.000000,0.073698,0.178687,0.412441,2.000000,0.360012,0.432014
