ROI,average ROI size,average localizer mask size,inter-subject overlap,mean[1;1],stderr[1;1],T/F,dof,p,p-fdr
LIFGorb,370,37,1.000000,0.155716,0.046333,3.360835,2.000000,0.039139,0.234837
LIFG,743,74,1.000000,0.058972,0.114513,0.514980,2.000000,0.328917,0.480598
LMFG,462,46,1.000000,0.221240,0.197824,1.118370,2.000000,0.189856,0.480598
LAntTemp,1627,162,1.000000,-0.093505,0.122572,-0.762856,2.000000,0.737377,0.737377
LPostTemp,2948,294,1.000000,0.055528,0.193356,0.287178,2.000000,0.400498,0.480598
LAngG,644,64,1.000000,0.088501,0.170440,0.519251,2.000000,0.327666,0.480598
