ROI,Measure,Subject#1,Subject#2,Subject#3,Subject#4,Subject#5,Subject#6,Subject#7,Subject#8,Subject#9,Subject#10,Subject#11,Subject#12,Subject#13,Subject#14,Subject#15,Subject#16,,Average,Standard error
ROI#2,Between_V_AJ,0.278650,-0.010821,-0.099219,-0.129166,0.311034,0.167876,-0.380823,0.199159,-0.027565,-0.070433,0.153983,-0.464914,-0.052821,0.325115,-0.040107,0.319419,,0.029961,0.059765
ROI#2,Between_V_AV,0.245147,-0.020747,-0.128442,-0.053461,0.343043,0.151829,-0.366625,0.171680,0.017237,-0.120222,0.171960,-0.512803,-0.115578,0.256515,-0.054059,0.301367,,0.017928,0.059845
ROI#2,Between_V_FW,0.295374,-0.007272,-0.141342,-0.067987,0.339416,0.192597,-0.316359,0.164933,0.070254,0.034505,0.146766,-0.455091,-0.036986,0.182563,-0.074436,0.417994,,0.046558,0.057970
ROI#2,Between_AV_N,0.267347,-0.000724,-0.209482,-0.090843,0.329396,0.141441,-0.357301,0.194579,-0.035357,-0.085799,0.129408,-0.512474,-0.129385,0.312890,-0.027268,0.318139,,0.015285,0.061863
ROI#2,Between_AV_AJ,0.231175,0.007172,-0.090330,-0.141961,0.321030,0.129514,-0.368872,0.216718,0.013169,-0.084250,0.161634,-0.471236,-0.083297,0.311728,-0.029724,0.303546,,0.026626,0.058663
ROI#2,Between_AV_V,0.245147,-0.020747,-0.128442,-0.053461,0.343043,0.151829,-0.366625,0.171680,0.017237,-0.120222,0.171960,-0.512803,-0.115578,0.256515,-0.054059,0.301367,,0.017928,0.059845
ROI#2,Between_AV_FW,0.256388,0.025524,-0.113732,-0.075348,0.327007,0.168543,-0.320194,0.199497,0.108460,0.019615,0.156433,-0.458577,-0.044595,0.175577,-0.068408,0.403924,,0.047507,0.056793
ROI#2,Between_FW_N,0.315097,0.021881,-0.233051,-0.113584,0.331019,0.181915,-0.315965,0.189731,0.012707,0.024654,0.125125,-0.477347,-0.081933,0.218643,-0.057210,0.436129,,0.036113,0.061809
ROI#2,Between_FW_AJ,0.278979,0.019234,-0.095831,-0.175662,0.313875,0.185361,-0.333007,0.209497,0.035095,0.055112,0.149928,-0.385940,-0.029857,0.213472,-0.059248,0.406807,,0.049239,0.056209
ROI#2,Between_FW_V,0.295374,-0.007272,-0.141342,-0.067987,0.339416,0.192597,-0.316359,0.164933,0.070254,0.034505,0.146766,-0.455091,-0.036986,0.182563,-0.074436,0.417994,,0.046558,0.057970
ROI#2,Between_FW_AV,0.256388,0.025524,-0.113732,-0.075348,0.327007,0.168543,-0.320194,0.199497,0.108460,0.019615,0.156433,-0.458577,-0.044595,0.175577,-0.068408,0.403924,,0.047507,0.056793
ROI#1,Within_N,0.187417,-0.133548,0.072583,0.346681,0.594114,0.249122,-0.003860,-0.045696,0.705246,0.614137,0.362493,-0.672542,0.241679,-0.026133,-0.273145,0.800401,,0.188684,0.097008
ROI#1,Within_AJ,0.347225,-0.034780,0.299147,0.260153,0.682450,0.317654,-0.050217,-0.025001,0.766173,0.642332,0.476441,-0.664727,0.526265,-0.043689,-0.344407,0.799929,,0.247184,0.103621
ROI#1,Within_V,0.220844,-0.172707,0.177682,0.538653,0.736303,0.131908,-0.131363,-0.051892,0.757352,0.716538,0.535228,-0.698368,0.351879,0.020857,-0.332859,0.887031,,0.230443,0.112049
ROI#1,Within_AV,0.265820,-0.136483,0.252387,0.563432,0.736988,0.141699,-0.115687,0.000177,0.866705,0.588426,0.585857,-0.605614,0.336020,-0.075911,-0.342337,0.932619,,0.249631,0.111113
ROI#1,Within_FW,0.226933,-0.166657,0.221707,0.513804,0.793078,-0.045292,-0.213132,-0.171169,0.928720,0.673783,0.433130,-0.756870,0.514389,-0.021404,-0.366870,0.921692,,0.217865,0.123573
ROI#1,Between_N_AJ,0.253651,-0.103686,0.217260,0.299014,0.630825,0.288015,-0.031264,-0.043639,0.717344,0.594505,0.414394,-0.692818,0.377685,-0.014813,-0.315291,0.799524,,0.211919,0.099544
ROI#1,Between_N_V,0.195822,-0.152438,0.096429,0.424403,0.655593,0.183180,-0.064128,-0.044090,0.669232,0.620886,0.436688,-0.693708,0.299874,0.004058,-0.320119,0.831906,,0.196474,0.101910
ROI#1,Between_N_AV,0.209281,-0.143044,0.161219,0.431739,0.662892,0.186842,-0.059841,-0.018450,0.698534,0.552269,0.463539,-0.649229,0.288948,-0.035744,-0.329556,0.860671,,0.205004,0.100952
ROI#1,Between_N_FW,0.206452,-0.148306,0.099531,0.402164,0.690226,0.082584,-0.098771,-0.106294,0.704689,0.604026,0.371453,-0.735333,0.372031,-0.072273,-0.328507,0.844618,,0.180518,0.106540
ROI#1,Between_AJ_N,0.253651,-0.103686,0.217260,0.299014,0.630825,0.288015,-0.031264,-0.043639,0.717344,0.594505,0.414394,-0.692818,0.377685,-0.014813,-0.315291,0.799524,,0.211919,0.099544
ROI#1,Between_AJ_V,0.282385,-0.105560,0.240932,0.391381,0.706789,0.231941,-0.094163,-0.021239,0.724097,0.675052,0.497408,-0.679391,0.441091,0.014002,-0.326610,0.827878,,0.237875,0.104786
ROI#1,Between_AJ_AV,0.312723,-0.118713,0.268775,0.404224,0.717202,0.230787,-0.087634,-0.011156,0.788974,0.624920,0.524573,-0.633024,0.432242,-0.011389,-0.323790,0.866364,,0.249067,0.105311
ROI#1,Between_AJ_FW,0.283254,-0.130415,0.253542,0.372625,0.740872,0.137816,-0.140656,-0.104587,0.793370,0.612250,0.432531,-0.700209,0.509811,-0.056290,-0.358166,0.845204,,0.218184,0.110391
ROI#1,Between_V_N,0.195822,-0.152438,0.096429,0.424403,0.655593,0.183180,-0.064128,-0.044090,0.669232,0.620886,0.436688,-0.693708,0.299874,0.004058,-0.320119,0.831906,,0.196474,0.101910
ROI#1,Between_V_AJ,0.282385,-0.105560,0.240932,0.391381,0.706789,0.231941,-0.094163,-0.021239,0.724097,0.675052,0.497408,-0.679391,0.441091,0.014002,-0.326610,0.827878,,0.237875,0.104786
ROI#1,Between_V_AV,0.242897,-0.161876,0.223613,0.551216,0.738510,0.136771,-0.124664,-0.022733,0.795867,0.649166,0.561486,-0.652126,0.342229,-0.028892,-0.338049,0.907767,,0.238824,0.111023
ROI#1,Between_V_FW,0.228417,-0.173990,0.181488,0.523011,0.760405,0.036716,-0.168922,-0.123542,0.817894,0.685642,0.474117,-0.743679,0.421801,-0.034237,-0.342243,0.892456,,0.214708,0.116981
ROI#1,Between_AV_N,0.209281,-0.143044,0.161219,0.431739,0.662892,0.186842,-0.059841,-0.018450,0.698534,0.552269,0.463539,-0.649229,0.288948,-0.035744,-0.329556,0.860671,,0.205004,0.100952
ROI#1,Between_AV_AJ,0.312723,-0.118713,0.268775,0.404224,0.717202,0.230787,-0.087634,-0.011156,0.788974,0.624920,0.524573,-0.633024,0.432242,-0.011389,-0.323790,0.866364,,0.249067,0.105311
ROI#1,Between_AV_V,0.242897,-0.161876,0.223613,0.551216,0.738510,0.136771,-0.124664,-0.022733,0.795867,0.649166,0.561486,-0.652126,0.342229,-0.028892,-0.338049,0.907767,,0.238824,0.111023
ROI#1,Between_AV_FW,0.251134,-0.153513,0.229920,0.541126,0.749682,0.039126,-0.162384,-0.081068,0.887767,0.615042,0.499964,-0.696302,0.413861,-0.064414,-0.341451,0.922274,,0.228173,0.116183
ROI#1,Between_FW_N,0.206452,-0.148306,0.099531,0.402164,0.690226,0.082584,-0.098771,-0.106294,0.704689,0.604026,0.371453,-0.735333,0.372031,-0.072273,-0.328507,0.844618,,0.180518,0.106540
ROI#1,Between_FW_AJ,0.283254,-0.130415,0.253542,0.372625,0.740872,0.137816,-0.140656,-0.104587,0.793370,0.612250,0.432531,-0.700209,0.509811,-0.056290,-0.358166,0.845204,,0.218184,0.110391
ROI#1,Between_FW_V,0.228417,-0.173990,0.181488,0.523011,0.760405,0.036716,-0.168922,-0.123542,0.817894,0.685642,0.474117,-0.743679,0.421801,-0.034237,-0.342243,0.892456,,0.214708,0.116981
ROI#1,Between_FW_AV,0.251134,-0.153513,0.229920,0.541126,0.749682,0.039126,-0.162384,-0.081068,0.887767,0.615042,0.499964,-0.696302,0.413861,-0.064414,-0.341451,0.922274,,0.228173,0.116183
ROI#3,Within_N,-0.323102,-0.199610,0.369694,0.296858,0.520457,-0.225191,0.010453,-0.013385,1.069645,0.623808,0.398231,-0.194885,0.043481,0.219092,0.047793,0.454238,,0.193598,0.093085
ROI#3,Within_AJ,-0.182740,-0.147804,0.270411,0.134586,0.623255,-0.301128,-0.096826,-0.090233,0.877493,0.351365,0.495371,-0.200052,0.103127,0.215537,-0.075026,0.579804,,0.159821,0.086895
ROI#3,Within_V,-0.289102,-0.203368,0.452625,0.403003,0.587978,-0.218846,-0.199087,-0.005709,0.865450,0.428917,0.613032,-0.233326,0.033594,0.180549,-0.073503,0.545740,,0.180497,0.093640
ROI#3,Within_AV,-0.223436,-0.128650,0.354540,0.448913,0.599086,-0.186068,-0.252648,0.080858,0.961526,0.286042,0.625103,-0.111680,-0.028146,0.013757,-0.118697,0.570122,,0.180664,0.093208
ROI#3,Within_FW,-0.169937,-0.099248,0.316151,0.240176,0.677285,-0.101165,-0.166365,-0.134115,0.962427,0.594274,0.558863,-0.192056,0.128826,0.118003,0.005787,0.632670,,0.210724,0.092646
ROI#3,Between_N_AJ,-0.244956,-0.182015,0.385662,0.233137,0.570560,-0.260026,0.004786,-0.047808,0.960352,0.461242,0.410527,-0.195530,0.066894,0.219959,-0.004645,0.522468,,0.181288,0.087404
ROI#3,Between_N_V,-0.304685,-0.206294,0.373411,0.358792,0.557972,-0.232590,0.012044,-0.022009,0.933327,0.495822,0.453883,-0.217400,0.016002,0.198864,-0.014041,0.490726,,0.180864,0.088911
ROI#3,Between_N_AV,-0.274589,-0.161352,0.342310,0.366375,0.561640,-0.219429,-0.005083,0.040414,0.996917,0.406108,0.458371,-0.154269,-0.029047,0.114304,-0.037470,0.508810,,0.182126,0.087898
ROI#3,Between_N_FW,-0.213607,-0.141167,0.310369,0.203844,0.597143,-0.178949,-0.000515,-0.073265,0.986768,0.580325,0.412434,-0.208080,0.064517,0.146144,0.012331,0.537040,,0.189708,0.088024
ROI#3,Between_AJ_N,-0.244956,-0.182015,0.385662,0.233137,0.570560,-0.260026,0.004786,-0.047808,0.960352,0.461242,0.410527,-0.195530,0.066894,0.219959,-0.004645,0.522468,,0.181288,0.087404
ROI#3,Between_AJ_V,-0.241205,-0.183032,0.401306,0.262378,0.618024,-0.250403,-0.133787,-0.040668,0.863149,0.388152,0.547555,-0.219728,0.064953,0.199077,-0.075189,0.561861,,0.172653,0.089392
ROI#3,Between_AJ_AV,-0.213315,-0.146573,0.341098,0.270756,0.633601,-0.236423,-0.159311,-0.000975,0.925527,0.307482,0.557803,-0.161215,0.023700,0.112924,-0.078310,0.581834,,0.172413,0.089210
ROI#3,Between_AJ_FW,-0.164577,-0.148113,0.298100,0.120392,0.650435,-0.206782,-0.154348,-0.091412,0.911512,0.474091,0.498717,-0.188637,0.098478,0.156112,-0.043134,0.590532,,0.175085,0.088612
ROI#3,Between_V_N,-0.304685,-0.206294,0.373411,0.358792,0.557972,-0.232590,0.012044,-0.022009,0.933327,0.495822,0.453883,-0.217400,0.016002,0.198864,-0.014041,0.490726,,0.180864,0.088911
ROI#3,Between_V_AJ,-0.241205,-0.183032,0.401306,0.262378,0.618024,-0.250403,-0.133787,-0.040668,0.863149,0.388152,0.547555,-0.219728,0.064953,0.199077,-0.075189,0.561861,,0.172653,0.089392
ROI#3,Between_V_AV,-0.260501,-0.166912,0.410106,0.421422,0.594471,-0.200976,-0.222976,0.048041,0.916487,0.354807,0.617779,-0.172565,-0.001345,0.092583,-0.097075,0.559338,,0.180793,0.092926
ROI#3,Between_V_FW,-0.208471,-0.163983,0.367112,0.287953,0.622156,-0.160778,-0.181957,-0.063480,0.908202,0.512242,0.573910,-0.217903,0.058085,0.140770,-0.058922,0.586064,,0.187563,0.091502
ROI#3,Between_AV_N,-0.274589,-0.161352,0.342310,0.366375,0.561640,-0.219429,-0.005083,0.040414,0.996917,0.406108,0.458371,-0.154269,-0.029047,0.114304,-0.037470,0.508810,,0.182126,0.087898
ROI#3,Between_AV_AJ,-0.213315,-0.146573,0.341098,0.270756,0.633601,-0.236423,-0.159311,-0.000975,0.925527,0.307482,0.557803,-0.161215,0.023700,0.112924,-0.078310,0.581834,,0.172413,0.089210
ROI#3,Between_AV_V,-0.260501,-0.166912,0.410106,0.421422,0.594471,-0.200976,-0.222976,0.048041,0.916487,0.354807,0.617779,-0.172565,-0.001345,0.092583,-0.097075,0.559338,,0.180793,0.092926
ROI#3,Between_AV_FW,-0.175922,-0.116436,0.324514,0.334797,0.626684,-0.145695,-0.213422,0.001515,0.979193,0.425473,0.588611,-0.155339,0.021732,0.052828,-0.065820,0.600359,,0.192692,0.091419
ROI#3,Between_FW_N,-0.213607,-0.141167,0.310369,0.203844,0.597143,-0.178949,-0.000515,-0.073265,0.986768,0.580325,0.412434,-0.208080,0.064517,0.146144,0.012331,0.537040,,0.189708,0.088024
ROI#3,Between_FW_AJ,-0.164577,-0.148113,0.298100,0.120392,0.650435,-0.206782,-0.154348,-0.091412,0.911512,0.474091,0.498717,-0.188637,0.098478,0.156112,-0.043134,0.590532,,0.175085,0.088612
ROI#3,Between_FW_V,-0.208471,-0.163983,0.367112,0.287953,0.622156,-0.160778,-0.181957,-0.063480,0.908202,0.512242,0.573910,-0.217903,0.058085,0.140770,-0.058922,0.586064,,0.187563,0.091502
ROI#3,Between_FW_AV,-0.175922,-0.116436,0.324514,0.334797,0.626684,-0.145695,-0.213422,0.001515,0.979193,0.425473,0.588611,-0.155339,0.021732,0.052828,-0.065820,0.600359,,0.192692,0.091419

Within- vs. Between- condition comparisons
ROI,Measure,Subject#1,Subject#2,Subject#3,Subject#4,Subject#5,Subject#6,Subject#7,Subject#8,Subject#9,Subject#10,Subject#11,Subject#12,Subject#13,Subject#14,Subject#15,Subject#16,,Average,Standard error,T/F,dof,p
ROI#6,Within_N>0,0.367946,-0.045921,0.050065,0.660207,0.434904,-0.499797,0.037279,-0.272790,0.022985,0.332264,0.259245,-0.791316,0.212236,0.224142,0.438483,0.490257,,0.120012,0.095577,1.255655,15,0.114224
ROI#6,Within_AJ>0,0.378549,0.216541,0.150244,0.520108,0.414246,-0.515952,-0.140117,-0.311022,0.138682,0.277793,0.391694,-0.817486,0.361186,0.315185,0.300535,0.571594,,0.140736,0.097585,1.442189,15,0.084902
ROI#6,Within_V>0,0.361865,0.225853,0.249140,1.100755,0.413646,-0.812218,-0.302749,-0.227983,0.087475,0.263013,0.186133,-0.773156,0.234854,0.113072,0.188833,0.564989,,0.117095,0.118018,0.992178,15,0.168424
ROI#6,Within_AV>0,0.255486,0.204234,0.322164,1.083248,0.495005,-0.831187,-0.364189,-0.074386,0.145898,0.139758,0.201738,-0.641203,0.190632,0.043110,0.163591,0.577072,,0.119436,0.114030,1.047410,15,0.155748
ROI#6,Within_FW>0,0.053291,0.178864,0.136287,0.715222,0.381861,-0.682908,-0.203630,-0.191462,0.195508,0.160512,0.242157,-0.958566,0.395619,0.218033,0.197190,0.649713,,0.092981,0.108464,0.857248,15,0.202398
ROI#6,Within_N>Between_N_AJ,-0.002357,-0.129229,-0.058130,0.082426,0.008352,0.006787,0.058444,0.020504,-0.060912,0.039941,-0.064265,0.031684,-0.079340,-0.034051,0.097336,-0.046200,,-0.008063,0.015718,-0.512993,15,0.692286
ROI#6,Within_N>Between_N_V,0.015641,-0.120905,-0.067696,-0.131510,0.011156,0.180349,0.130716,-0.041687,-0.028926,0.041039,0.065659,-0.012692,-0.011631,0.039783,0.134802,-0.036715,,0.010461,0.021861,0.478548,15,0.319580
ROI#6,Within_N>Between_N_AV,0.078690,-0.111533,-0.109667,-0.109428,-0.031433,0.201452,0.188040,-0.118749,-0.050467,0.118896,0.042780,-0.072961,0.013424,0.076795,0.146178,-0.049675,,0.013271,0.027734,0.478527,15,0.319588
ROI#6,Within_N>Between_N_FW,0.143724,-0.111575,-0.051413,0.030442,0.040078,0.120264,0.107298,-0.039858,-0.062347,0.100341,0.028189,0.087320,-0.090579,0.027471,0.126709,-0.074931,,0.023821,0.021387,1.113824,15,0.141442
ROI#6,Within_AJ>Between_AJ_N,0.008246,0.133233,0.042050,-0.057673,-0.012306,-0.009368,-0.118952,-0.017728,0.054785,-0.014530,0.068183,0.005514,0.069611,0.056993,-0.040612,0.035138,,0.012661,0.014989,0.844710,15,0.205772
ROI#6,Within_AJ>Between_AJ_V,0.010739,0.004353,-0.060248,-0.268968,-0.003662,0.146112,0.077797,-0.063772,0.025780,-0.002686,0.116086,-0.004379,0.062162,0.087965,0.066080,0.003438,,0.012300,0.023745,0.518003,15,0.306006
ROI#6,Within_AJ>Between_AJ_AV,0.069354,0.014743,-0.089314,-0.248262,-0.051149,0.174252,0.127144,-0.116399,-0.000495,0.058808,0.101633,-0.047646,0.088257,0.120024,0.070245,-0.006354,,0.016553,0.027094,0.610941,15,0.275193
ROI#6,Within_AJ>Between_AJ_FW,0.143735,0.025277,0.003471,-0.078904,0.021189,0.089544,0.063966,-0.062112,0.002529,0.093203,0.099050,0.077793,-0.007674,0.070615,0.056362,-0.028214,,0.035614,0.015442,2.306263,15,0.017894
ROI#6,Within_V>Between_V_N,0.009561,0.150869,0.131379,0.309039,-0.010102,-0.132072,-0.209313,0.003120,0.035565,-0.028212,-0.007453,0.005468,0.010987,-0.071286,-0.114848,0.038017,,0.007545,0.030143,0.250306,15,0.402873
ROI#6,Within_V>Between_V_AJ,-0.005944,0.013665,0.038647,0.311679,-0.004261,-0.150154,-0.084835,0.019267,-0.025427,-0.017465,-0.089474,0.039951,-0.064171,-0.114148,-0.045623,-0.003167,,-0.011341,0.025554,-0.443810,15,0.668242
ROI#6,Within_V>Between_V_AV,0.055178,0.016400,-0.036343,0.010438,-0.045439,0.007022,0.038925,-0.081983,-0.024962,0.062899,-0.010834,-0.064096,0.024694,0.044439,0.010813,-0.007077,,0.000005,0.010538,0.000440,15,0.499828
ROI#6,Within_V>Between_V_FW,0.139855,0.046629,0.085833,0.198304,0.021149,-0.075710,-0.048611,-0.006588,-0.042911,0.053892,0.000584,0.094146,-0.076443,-0.050351,-0.003030,-0.031240,,0.019094,0.019806,0.964046,15,0.175154
ROI#6,Within_AV>Between_AV_N,-0.033769,0.138622,0.162432,0.313613,0.028668,-0.129938,-0.213428,0.079655,0.072446,-0.073610,-0.014727,0.077152,-0.008180,-0.104237,-0.128715,0.037140,,0.012695,0.032777,0.387329,15,0.351976
ROI#6,Within_AV>Between_AV_AJ,-0.053708,0.002436,0.082606,0.314878,0.029610,-0.140983,-0.096928,0.120237,0.006721,-0.079226,-0.088323,0.128637,-0.082298,-0.152052,-0.066699,-0.000876,,-0.004748,0.030147,-0.157493,15,0.561522
ROI#6,Within_AV>Between_AV_V,-0.051201,-0.005218,0.036681,-0.007069,0.035920,-0.011947,-0.022514,0.071614,0.033460,-0.060356,0.004771,0.067857,-0.019528,-0.025523,-0.014429,0.005006,,0.002345,0.009505,0.246751,15,0.404223
ROI#6,Within_AV>Between_AV_FW,0.098951,0.023820,0.112508,0.182878,0.055133,-0.073117,-0.066585,0.065810,-0.017135,0.011797,0.000142,0.164829,-0.097182,-0.092810,-0.015708,-0.038455,,0.019680,0.021871,0.899816,15,0.191218
ROI#6,Within_FW>Between_FW_N,-0.170931,0.113209,0.034809,0.085457,-0.012965,-0.062848,-0.133611,0.041470,0.110176,-0.071411,0.011101,-0.079930,0.092805,0.021363,-0.114584,0.084524,,-0.003210,0.023019,-0.139464,15,0.554530
ROI#6,Within_FW>Between_FW_AJ,-0.181523,-0.012400,-0.010486,0.116209,-0.011196,-0.077413,0.000453,0.057448,0.059355,-0.024079,-0.050487,-0.063287,0.026760,-0.026537,-0.046983,0.049905,,-0.012141,0.017146,-0.708123,15,0.755136
ROI#6,Within_FW>Between_FW_V,-0.168719,-0.000360,-0.027020,-0.187230,-0.010636,0.053599,0.050509,0.029933,0.065121,-0.048610,0.056608,-0.091264,0.084323,0.054610,0.005328,0.053484,,-0.005020,0.020555,-0.244234,15,0.594821
ROI#6,Within_FW>Between_FW_AV,-0.103244,-0.001551,-0.073369,-0.185149,-0.058011,0.075161,0.093974,-0.051266,0.032475,0.032550,0.040561,-0.152534,0.107806,0.082114,0.017891,0.034186,,-0.006775,0.022074,-0.306941,15,0.618446
ROI#6,N~=AJ,[-0.002357;0.008246],[-0.129229;0.133233],[-0.058130;0.042050],[0.082426;-0.057673],[0.008352;-0.012306],[0.006787;-0.009368],[0.058444;-0.118952],[0.020504;-0.017728],[-0.060912;0.054785],[0.039941;-0.014530],[-0.064265;0.068183],[0.031684;0.005514],[-0.079340;0.069611],[-0.034051;0.056993],[0.097336;-0.040612],[-0.046200;0.035138],,[-0.008063;0.012661],[0.015718;0.014989],0.510121,(2;14),0.611164
ROI#6,N~=V,[0.015641;0.009561],[-0.120905;0.150869],[-0.067696;0.131379],[-0.131510;0.309039],[0.011156;-0.010102],[0.180349;-0.132072],[0.130716;-0.209313],[-0.041687;0.003120],[-0.028926;0.035565],[0.041039;-0.028212],[0.065659;-0.007453],[-0.012692;0.005468],[-0.011631;0.010987],[0.039783;-0.071286],[0.134802;-0.114848],[-0.036715;0.038017],,[0.010461;0.007545],[0.021861;0.030143],1.292050,(2;14),0.305529
ROI#6,N~=AV,[0.078690;-0.033769],[-0.111533;0.138622],[-0.109667;0.162432],[-0.109428;0.313613],[-0.031433;0.028668],[0.201452;-0.129938],[0.188040;-0.213428],[-0.118749;0.079655],[-0.050467;0.072446],[0.118896;-0.073610],[0.042780;-0.014727],[-0.072961;0.077152],[0.013424;-0.008180],[0.076795;-0.104237],[0.146178;-0.128715],[-0.049675;0.037140],,[0.013271;0.012695],[0.027734;0.032777],1.809221,(2;14),0.200043
ROI#6,N~=FW,[0.143724;-0.170931],[-0.111575;0.113209],[-0.051413;0.034809],[0.030442;0.085457],[0.040078;-0.012965],[0.120264;-0.062848],[0.107298;-0.133611],[-0.039858;0.041470],[-0.062347;0.110176],[0.100341;-0.071411],[0.028189;0.011101],[0.087320;-0.079930],[-0.090579;0.092805],[0.027471;0.021363],[0.126709;-0.114584],[-0.074931;0.084524],,[0.023821;-0.003210],[0.021387;0.023019],2.932488,(2;14),0.086354
ROI#6,AJ~=V,[0.010739;-0.005944],[0.004353;0.013665],[-0.060248;0.038647],[-0.268968;0.311679],[-0.003662;-0.004261],[0.146112;-0.150154],[0.077797;-0.084835],[-0.063772;0.019267],[0.025780;-0.025427],[-0.002686;-0.017465],[0.116086;-0.089474],[-0.004379;0.039951],[0.062162;-0.064171],[0.087965;-0.114148],[0.066080;-0.045623],[0.003438;-0.003167],,[0.012300;-0.011341],[0.023745;0.025554],0.159635,(2;14),0.853985
ROI#6,AJ~=AV,[0.069354;-0.053708],[0.014743;0.002436],[-0.089314;0.082606],[-0.248262;0.314878],[-0.051149;0.029610],[0.174252;-0.140983],[0.127144;-0.096928],[-0.116399;0.120237],[-0.000495;0.006721],[0.058808;-0.079226],[0.101633;-0.088323],[-0.047646;0.128637],[0.088257;-0.082298],[0.120024;-0.152052],[0.070245;-0.066699],[-0.006354;-0.000876],,[0.016553;-0.004748],[0.027094;0.030147],1.723819,(2;14),0.214161
ROI#6,AJ~=FW,[0.143735;-0.181523],[0.025277;-0.012400],[0.003471;-0.010486],[-0.078904;0.116209],[0.021189;-0.011196],[0.089544;-0.077413],[0.063966;0.000453],[-0.062112;0.057448],[0.002529;0.059355],[0.093203;-0.024079],[0.099050;-0.050487],[0.077793;-0.063287],[-0.007674;0.026760],[0.070615;-0.026537],[0.056362;-0.046983],[-0.028214;0.049905],,[0.035614;-0.012141],[0.015442;0.017146],7.432943,(2;14),0.006313
ROI#6,V~=AV,[0.055178;-0.051201],[0.016400;-0.005218],[-0.036343;0.036681],[0.010438;-0.007069],[-0.045439;0.035920],[0.007022;-0.011947],[0.038925;-0.022514],[-0.081983;0.071614],[-0.024962;0.033460],[0.062899;-0.060356],[-0.010834;0.004771],[-0.064096;0.067857],[0.024694;-0.019528],[0.044439;-0.025523],[0.010813;-0.014429],[-0.007077;0.005006],,[0.000005;0.002345],[0.010538;0.009505],0.832001,(2;14),0.455593
ROI#6,V~=FW,[0.139855;-0.168719],[0.046629;-0.000360],[0.085833;-0.027020],[0.198304;-0.187230],[0.021149;-0.010636],[-0.075710;0.053599],[-0.048611;0.050509],[-0.006588;0.029933],[-0.042911;0.065121],[0.053892;-0.048610],[0.000584;0.056608],[0.094146;-0.091264],[-0.076443;0.084323],[-0.050351;0.054610],[-0.003030;0.005328],[-0.031240;0.053484],,[0.019094;-0.005020],[0.019806;0.020555],2.864873,(2;14),0.090583
ROI#6,AV~=FW,[0.098951;-0.103244],[0.023820;-0.001551],[0.112508;-0.073369],[0.182878;-0.185149],[0.055133;-0.058011],[-0.073117;0.075161],[-0.066585;0.093974],[0.065810;-0.051266],[-0.017135;0.032475],[0.011797;0.032550],[0.000142;0.040561],[0.164829;-0.152534],[-0.097182;0.107806],[-0.092810;0.082114],[-0.015708;0.017891],[-0.038455;0.034186],,[0.019680;-0.006775],[0.021871;0.022074],4.293275,(2;14),0.035152
ROI#4,Within_N>0,0.465771,-0.228846,-0.105385,0.265149,1.009869,-0.165582,-0.656446,-0.655380,0.424696,0.462378,0.096266,-0.361826,-0.081256,0.275018,0.191271,0.350239,,0.080371,0.110508,0.727284,15,0.239125
ROI#4,Within_AJ>0,0.573966,-0.152016,0.348362,0.189907,0.945346,0.020807,-0.469180,-0.721109,0.073438,0.130014,0.152322,-0.034675,0.122734,0.382279,0.066854,0.236903,,0.116622,0.095636,1.219439,15,0.120753
ROI#4,Within_V>0,0.442568,-0.083909,0.274963,0.369782,1.043461,-0.259534,-0.455444,-0.682239,0.472044,0.237638,0.274902,-0.230288,-0.053690,0.448859,0.093525,0.348966,,0.140100,0.105535,1.327524,15,0.102093
ROI#4,Within_AV>0,0.469264,-0.004103,0.450908,0.385111,1.029933,-0.311268,-0.506982,-0.589462,0.348465,0.134736,0.367852,-0.192987,-0.096575,0.460517,0.117379,0.350552,,0.150834,0.104885,1.438090,15,0.085472
ROI#4,Within_FW>0,0.443040,-0.263696,0.290582,0.333320,0.724255,-0.203408,-0.584362,-0.839356,0.341400,0.352293,-0.043779,-0.177722,-0.317138,0.213936,-0.057321,0.492919,,0.044060,0.106242,0.414712,15,0.342111
ROI#4,Within_N>Between_N_AJ,-0.049963,-0.031323,-0.267907,0.009159,0.040762,-0.102493,-0.121292,0.026839,0.179326,0.194726,-0.012347,-0.163908,-0.097728,-0.104022,0.042901,0.049396,,-0.025492,0.029880,-0.853137,15,0.796500
ROI#4,Within_N>Between_N_V,0.013217,-0.069237,-0.163917,-0.043049,-0.008997,0.049595,-0.121198,0.013769,0.063265,0.129293,-0.032819,-0.063531,0.006351,-0.088717,0.063619,0.052340,,-0.012501,0.019272,-0.648656,15,0.736816
ROI#4,Within_N>Between_N_AV,0.008741,-0.104957,-0.258389,-0.038316,-0.002946,0.074204,-0.111421,-0.040797,0.088862,0.194823,-0.027932,-0.078152,0.042878,-0.111232,0.066109,0.014039,,-0.017780,0.026250,-0.677334,15,0.745747
ROI#4,Within_N>Between_N_FW,0.007514,-0.015710,-0.191371,0.003077,0.178836,0.025917,-0.071060,0.078943,0.100368,0.035673,0.130645,-0.069737,0.178151,0.049596,0.150513,-0.067435,,0.032745,0.025690,1.274626,15,0.110917
ROI#4,Within_AJ>Between_AJ_N,0.058232,0.045508,0.185840,-0.066083,-0.023760,0.083896,0.065975,-0.038890,-0.171932,-0.137638,0.043709,0.163243,0.106262,0.003238,-0.081515,-0.063940,,0.010759,0.025420,0.423249,15,0.339060
