ROI,Measure,Subject#1,Subject#2,Subject#3,Subject#4,Subject#5,Subject#6,Subject#7,Subject#8,Subject#9,Subject#10,Subject#11,Subject#12,Subject#13,Subject#14,Subject#15,Subject#16,,Average,Standard error
ROI#4,Within_AJ>Between_AJ_V,0.065470,-0.027695,0.028212,-0.089389,-0.050866,0.132414,0.020438,-0.017576,-0.150591,-0.056813,-0.047010,0.095956,0.086087,-0.057400,-0.036598,-0.022570,,-0.007996,0.018657,-0.428562,15,0.662834
ROI#4,Within_AJ>Between_AJ_AV,0.051415,-0.048389,-0.050103,-0.090521,-0.052905,0.158596,0.018237,-0.076075,-0.128055,-0.003660,-0.064868,0.083738,0.107485,-0.067092,-0.046759,-0.056241,,-0.016575,0.019833,-0.835731,15,0.791790
ROI#4,Within_AJ>Between_AJ_FW,0.074862,0.017412,0.011638,-0.034832,0.108368,0.105436,0.096406,0.069285,-0.064464,-0.150687,0.121571,0.095134,0.265848,0.089426,0.080084,-0.117708,,0.047986,0.025577,1.876161,15,0.040114
ROI#4,Within_V>Between_V_N,-0.009986,0.075700,0.216431,0.061583,0.024596,-0.044357,0.079805,-0.013090,0.110613,-0.095446,0.145816,0.068007,0.033917,0.085124,-0.034127,0.051066,,0.047228,0.019288,2.448525,15,0.013560
ROI#4,Within_V>Between_V_AJ,-0.065927,0.040411,-0.045187,0.090486,0.047249,-0.147926,0.034174,0.021294,0.248015,0.050811,0.075569,-0.099658,-0.090338,0.009181,-0.009928,0.089493,,0.015482,0.023647,0.654746,15,0.261273
ROI#4,Within_V>Between_V_AV,-0.017148,-0.034667,-0.091239,-0.008545,0.003235,0.026448,0.034225,-0.055037,0.070251,0.055525,-0.036915,-0.018857,0.022382,-0.005277,-0.007486,0.011420,,-0.003230,0.010224,-0.315945,15,0.621801
ROI#4,Within_V>Between_V_FW,0.005615,0.062874,-0.009586,0.026280,0.153956,-0.021753,0.068016,0.084959,0.078970,-0.093591,0.161038,-0.013239,0.187729,0.148614,0.068182,-0.039149,,0.054307,0.020229,2.684601,15,0.008487
ROI#4,Within_AV>Between_AV_N,0.012235,0.119787,0.297903,0.081646,0.017118,-0.071482,0.038043,0.025121,0.012632,-0.132818,0.243653,0.090687,0.027558,0.074266,-0.007782,0.014353,,0.052682,0.026214,2.009731,15,0.031401
ROI#4,Within_AV>Between_AV_AJ,-0.053286,0.099524,0.052443,0.104683,0.031682,-0.173479,-0.019566,0.055572,0.146973,0.001062,0.150661,-0.074574,-0.111825,0.011146,0.003767,0.057408,,0.017637,0.022532,0.782747,15,0.222979
ROI#4,Within_AV>Between_AV_V,0.009548,0.045139,0.084706,0.006784,-0.010293,-0.025286,-0.017313,0.037740,-0.053327,-0.047377,0.056035,0.018444,-0.020504,0.006381,0.016368,0.013006,,0.007503,0.009216,0.814129,15,0.214153
ROI#4,Within_AV>Between_AV_FW,0.035230,0.106081,0.077498,0.031967,0.169987,-0.049372,0.019667,0.110104,0.012521,-0.125312,0.208974,0.004032,0.196620,0.116711,0.080604,-0.078869,,0.057278,0.023754,2.411311,15,0.014586
ROI#4,Within_FW>Between_FW_N,-0.015217,-0.050560,0.204596,0.071248,-0.106778,-0.011910,0.001023,-0.105033,0.017073,-0.074412,-0.009400,0.114367,-0.057732,-0.011487,-0.098079,0.075245,,-0.003566,0.021393,-0.166689,15,0.565079
ROI#4,Within_FW>Between_FW_AJ,-0.056064,-0.094269,-0.046142,0.108580,-0.112723,-0.118779,-0.018777,-0.048962,0.203499,0.071592,-0.074530,-0.047914,-0.174025,-0.078917,-0.044092,0.138309,,-0.024576,0.025644,-0.958359,15,0.823462
ROI#4,Within_FW>Between_FW_V,0.006086,-0.116913,0.006033,-0.010182,-0.165251,0.034372,-0.060903,-0.072158,-0.051673,0.021064,-0.157644,0.039327,-0.075719,-0.086310,-0.082664,0.104805,,-0.041733,0.018697,-2.232097,15,0.979359
ROI#4,Within_FW>Between_FW_AV,0.009005,-0.153512,-0.082828,-0.019824,-0.135690,0.058488,-0.057713,-0.139790,0.005456,0.092244,-0.202657,0.019297,-0.023943,-0.129870,-0.094096,0.063498,,-0.049496,0.022052,-2.244469,15,0.979843
ROI#4,N~=AJ,[-0.049963;0.058232],[-0.031323;0.045508],[-0.267907;0.185840],[0.009159;-0.066083],[0.040762;-0.023760],[-0.102493;0.083896],[-0.121292;0.065975],[0.026839;-0.038890],[0.179326;-0.171932],[0.194726;-0.137638],[-0.012347;0.043709],[-0.163908;0.163243],[-0.097728;0.106262],[-0.104022;0.003238],[0.042901;-0.081515],[0.049396;-0.063940],,[-0.025492;0.010759],[0.029880;0.025420],0.908427,(2;14),0.425653
ROI#4,N~=V,[0.013217;-0.009986],[-0.069237;0.075700],[-0.163917;0.216431],[-0.043049;0.061583],[-0.008997;0.024596],[0.049595;-0.044357],[-0.121198;0.079805],[0.013769;-0.013090],[0.063265;0.110613],[0.129293;-0.095446],[-0.032819;0.145816],[-0.063531;0.068007],[0.006351;0.033917],[-0.088717;0.085124],[0.063619;-0.034127],[0.052340;0.051066],,[-0.012501;0.047228],[0.019272;0.019288],4.394875,(2;14),0.033016
ROI#4,N~=AV,[0.008741;0.012235],[-0.104957;0.119787],[-0.258389;0.297903],[-0.038316;0.081646],[-0.002946;0.017118],[0.074204;-0.071482],[-0.111421;0.038043],[-0.040797;0.025121],[0.088862;0.012632],[0.194823;-0.132818],[-0.027932;0.243653],[-0.078152;0.090687],[0.042878;0.027558],[-0.111232;0.074266],[0.066109;-0.007782],[0.014039;0.014353],,[-0.017780;0.052682],[0.026250;0.026214],3.142526,(2;14),0.074587
ROI#4,N~=FW,[0.007514;-0.015217],[-0.015710;-0.050560],[-0.191371;0.204596],[0.003077;0.071248],[0.178836;-0.106778],[0.025917;-0.011910],[-0.071060;0.001023],[0.078943;-0.105033],[0.100368;0.017073],[0.035673;-0.074412],[0.130645;-0.009400],[-0.069737;0.114367],[0.178151;-0.057732],[0.049596;-0.011487],[0.150513;-0.098079],[-0.067435;0.075245],,[0.032745;-0.003566],[0.025690;0.021393],1.673809,(2;14),0.222955
ROI#4,AJ~=V,[0.065470;-0.065927],[-0.027695;0.040411],[0.028212;-0.045187],[-0.089389;0.090486],[-0.050866;0.047249],[0.132414;-0.147926],[0.020438;0.034174],[-0.017576;0.021294],[-0.150591;0.248015],[-0.056813;0.050811],[-0.047010;0.075569],[0.095956;-0.099658],[0.086087;-0.090338],[-0.057400;0.009181],[-0.036598;-0.009928],[-0.022570;0.089493],,[-0.007996;0.015482],[0.018657;0.023647],0.298650,(2;14),0.746429
ROI#4,AJ~=AV,[0.051415;-0.053286],[-0.048389;0.099524],[-0.050103;0.052443],[-0.090521;0.104683],[-0.052905;0.031682],[0.158596;-0.173479],[0.018237;-0.019566],[-0.076075;0.055572],[-0.128055;0.146973],[-0.003660;0.001062],[-0.064868;0.150661],[0.083738;-0.074574],[0.107485;-0.111825],[-0.067092;0.011146],[-0.046759;0.003767],[-0.056241;0.057408],,[-0.016575;0.017637],[0.019833;0.022532],0.326039,(2;14),0.727113
ROI#4,AJ~=FW,[0.074862;-0.056064],[0.017412;-0.094269],[0.011638;-0.046142],[-0.034832;0.108580],[0.108368;-0.112723],[0.105436;-0.118779],[0.096406;-0.018777],[0.069285;-0.048962],[-0.064464;0.203499],[-0.150687;0.071592],[0.121571;-0.074530],[0.095134;-0.047914],[0.265848;-0.174025],[0.089426;-0.078917],[0.080084;-0.044092],[-0.117708;0.138309],,[0.047986;-0.024576],[0.025577;0.025644],2.232244,(2;14),0.144057
ROI#4,V~=AV,[-0.017148;0.009548],[-0.034667;0.045139],[-0.091239;0.084706],[-0.008545;0.006784],[0.003235;-0.010293],[0.026448;-0.025286],[0.034225;-0.017313],[-0.055037;0.037740],[0.070251;-0.053327],[0.055525;-0.047377],[-0.036915;0.056035],[-0.018857;0.018444],[0.022382;-0.020504],[-0.005277;0.006381],[-0.007486;0.016368],[0.011420;0.013006],,[-0.003230;0.007503],[0.010224;0.009216],1.681452,(2;14),0.221585
ROI#4,V~=FW,[0.005615;0.006086],[0.062874;-0.116913],[-0.009586;0.006033],[0.026280;-0.010182],[0.153956;-0.165251],[-0.021753;0.034372],[0.068016;-0.060903],[0.084959;-0.072158],[0.078970;-0.051673],[-0.093591;0.021064],[0.161038;-0.157644],[-0.013239;0.039327],[0.187729;-0.075719],[0.148614;-0.086310],[0.068182;-0.082664],[-0.039149;0.104805],,[0.054307;-0.041733],[0.020229;0.018697],3.365046,(2;14),0.064075
ROI#4,AV~=FW,[0.035230;0.009005],[0.106081;-0.153512],[0.077498;-0.082828],[0.031967;-0.019824],[0.169987;-0.135690],[-0.049372;0.058488],[0.019667;-0.057713],[0.110104;-0.139790],[0.012521;0.005456],[-0.125312;0.092244],[0.208974;-0.202657],[0.004032;0.019297],[0.196620;-0.023943],[0.116711;-0.129870],[0.080604;-0.094096],[-0.078869;0.063498],,[0.057278;-0.049496],[0.023754;0.022052],2.782023,(2;14),0.096092
ROI#5,Within_N>0,0.160535,-0.023288,-0.312144,0.663214,0.012951,0.356388,-0.135716,0.247313,0.871573,1.001977,0.172165,-0.402414,0.079003,0.199700,0.408722,0.807371,,0.256709,0.102798,2.497230,15,0.012320
ROI#5,Within_AJ>0,0.134825,-0.136854,-0.062917,0.629548,0.066472,0.192383,-0.387062,0.079745,0.995416,0.975390,0.228880,-0.447634,0.076641,-0.013828,0.521441,1.038206,,0.243166,0.116182,2.092978,15,0.026880
ROI#5,Within_V>0,0.070115,-0.028496,0.066804,0.669218,0.105685,0.087325,-0.383913,0.078070,0.956443,1.010679,0.333656,-0.342390,0.113039,0.009169,0.461770,1.113874,,0.270066,0.113559,2.378187,15,0.015561
ROI#5,Within_AV>0,0.095404,0.143543,0.127889,0.689299,0.182839,0.120955,-0.285604,0.060070,1.011591,0.912281,0.317856,-0.315811,0.033944,-0.181341,0.396575,1.230244,,0.283733,0.114155,2.485516,15,0.012608
ROI#5,Within_FW>0,0.007996,0.133842,0.022765,0.789269,0.236280,-0.109935,-0.637442,-0.002600,1.295735,1.004507,0.277937,-0.292638,0.062609,0.142488,0.413836,1.305282,,0.290621,0.137150,2.119001,15,0.025595
ROI#5,Within_N>Between_N_AJ,0.008820,0.067983,-0.149401,-0.000044,-0.021707,0.091014,0.127844,0.081105,-0.061773,0.049216,-0.024089,0.031378,0.009649,0.106749,-0.070749,-0.116735,,0.008079,0.019956,0.404837,15,0.345656
ROI#5,Within_N>Between_N_V,0.033468,0.011742,-0.184988,-0.019154,-0.048790,0.141130,0.086340,0.087560,-0.042002,0.010197,-0.072470,-0.023660,-0.016682,0.085869,-0.029931,-0.144841,,-0.007888,0.021358,-0.369343,15,0.641483
ROI#5,Within_N>Between_N_AV,0.050806,-0.090514,-0.232780,-0.022057,-0.099742,0.129862,0.086934,0.086503,-0.053489,0.061211,-0.063629,-0.036224,0.017654,0.179021,0.010596,-0.207713,,-0.011473,0.028342,-0.404799,15,0.654330
ROI#5,Within_N>Between_N_FW,0.043710,-0.059448,-0.156856,-0.001458,-0.116256,0.257771,0.216312,0.143896,-0.172937,0.011139,-0.049932,-0.055800,0.012385,0.034671,0.001037,-0.243599,,-0.008460,0.033708,-0.250984,15,0.597384
ROI#5,Within_AJ>Between_AJ_N,-0.016890,-0.045583,0.099826,-0.033709,0.031815,-0.072992,-0.123502,-0.086463,0.062071,0.022629,0.032627,-0.013842,0.007287,-0.106779,0.041971,0.114100,,-0.005465,0.017549,-0.311395,15,0.620107
ROI#5,Within_AJ>Between_AJ_V,0.034787,-0.067658,-0.083180,-0.020921,-0.025053,0.053556,0.029742,-0.012506,0.025427,0.002987,-0.049237,-0.053229,-0.035936,-0.019085,0.025195,-0.028883,,-0.013999,0.009913,-1.412269,15,0.910860
ROI#5,Within_AJ>Between_AJ_AV,0.016142,-0.140348,-0.111927,-0.024010,-0.076364,0.038800,-0.032144,0.005430,-0.006283,0.039292,-0.042671,-0.064492,0.002645,0.065484,0.053549,-0.098899,,-0.023487,0.015430,-1.522146,15,0.925614
ROI#5,Within_AJ>Between_AJ_FW,0.064980,-0.076517,-0.054130,0.006790,-0.089330,0.158301,0.155671,0.054166,-0.124747,0.018970,-0.021760,-0.075108,0.024884,-0.095238,0.045515,-0.122407,,-0.008122,0.022452,-0.361766,15,0.638714
ROI#5,Within_V>Between_V_N,-0.056952,0.006534,0.193959,-0.013149,0.043945,-0.127933,-0.161856,-0.081684,0.042869,0.018898,0.089021,0.036364,0.017354,-0.104662,0.023117,0.161662,,0.005468,0.024250,0.225479,15,0.412325
ROI#5,Within_V>Between_V_AJ,-0.029923,0.040700,0.046542,0.018749,0.014160,-0.051502,0.032891,-0.014181,-0.013545,0.038276,0.055539,0.052014,0.000462,0.003912,-0.034476,0.046785,,0.012900,0.008508,1.516165,15,0.075133
ROI#5,Within_V>Between_V_AV,-0.016988,-0.080235,-0.034408,-0.006530,-0.041761,-0.016061,-0.036770,0.002239,-0.022426,0.050512,0.006728,-0.013514,0.039765,0.097711,0.037442,-0.057881,,-0.005761,0.011170,-0.515763,15,0.693231
ROI#5,Within_V>Between_V_FW,0.024945,-0.029329,0.024365,0.007590,-0.064932,0.102796,0.120879,0.060343,-0.147936,0.001835,0.035436,-0.017863,0.030068,-0.074836,0.020519,-0.076665,,0.001076,0.017250,0.062373,15,0.475544
ROI#5,Within_AV>Between_AV_N,-0.014326,0.076317,0.207253,0.004028,0.070146,-0.105572,-0.062954,-0.100740,0.086530,-0.028485,0.082061,0.050379,-0.027406,-0.202020,-0.001551,0.215160,,0.015551,0.027442,0.566694,15,0.289652
ROI#5,Within_AV>Between_AV_AJ,-0.023279,0.140049,0.078879,0.035741,0.040003,-0.032628,0.069313,-0.014245,0.009892,-0.023817,0.046305,0.067331,-0.040052,-0.102028,-0.071317,0.093138,,0.017080,0.016301,1.047781,15,0.155665
ROI#5,Within_AV>Between_AV_V,0.008301,0.091804,0.026678,0.013551,0.035393,0.017569,0.061538,-0.015761,0.032721,-0.047885,-0.009072,0.013064,-0.039330,-0.092798,-0.027753,0.058489,,0.007907,0.011539,0.685236,15,0.251824
ROI#5,Within_AV>Between_AV_FW,0.047061,0.029788,0.052360,-0.011415,-0.026899,0.121184,0.187096,0.039779,-0.129955,-0.043426,0.023185,-0.005523,-0.022818,-0.180476,-0.012203,-0.033950,,0.002112,0.021567,0.097917,15,0.461647
ROI#5,Within_FW>Between_FW_N,-0.108830,0.097683,0.178053,0.124597,0.107073,-0.208552,-0.285413,-0.106018,0.251225,0.013669,0.055841,0.053976,-0.004010,-0.022541,0.006151,0.254312,,0.025451,0.037665,0.675722,15,0.254751
ROI#5,Within_FW>Between_FW_AJ,-0.061850,0.194180,0.031552,0.166511,0.080478,-0.144017,-0.094709,-0.028179,0.175571,0.048086,0.027297,0.079888,0.010853,0.061078,-0.062091,0.144669,,0.039332,0.025115,1.566111,15,0.069086
ROI#5,Within_FW>Between_FW_V,-0.037175,0.133010,-0.019674,0.127641,0.065663,-0.094464,-0.132651,-0.020327,0.191355,-0.004337,-0.020283,0.031889,-0.020362,0.058483,-0.027415,0.114743,,0.021631,0.021921,0.986777,15,0.169701
ROI#5,Within_FW>Between_FW_AV,-0.040348,0.020088,-0.052764,0.088555,0.026541,-0.109706,-0.164741,-0.022891,0.154188,0.048799,-0.016734,0.017651,0.005848,0.143353,0.005058,0.041089,,0.008999,0.020495,0.439090,15,0.333428
ROI#5,N~=AJ,[0.008820;-0.016890],[0.067983;-0.045583],[-0.149401;0.099826],[-0.000044;-0.033709],[-0.021707;0.031815],[0.091014;-0.072992],[0.127844;-0.123502],[0.081105;-0.086463],[-0.061773;0.062071],[0.049216;0.022629],[-0.024089;0.032627],[0.031378;-0.013842],[0.009649;0.007287],[0.106749;-0.106779],[-0.070749;0.041971],[-0.116735;0.114100],,[0.008079;-0.005465],[0.019956;0.017549],0.096582,(2;14),0.908535
ROI#5,N~=V,[0.033468;-0.056952],[0.011742;0.006534],[-0.184988;0.193959],[-0.019154;-0.013149],[-0.048790;0.043945],[0.141130;-0.127933],[0.086340;-0.161856],[0.087560;-0.081684],[-0.042002;0.042869],[0.010197;0.018898],[-0.072470;0.089021],[-0.023660;0.036364],[-0.016682;0.017354],[0.085869;-0.104662],[-0.029931;0.023117],[-0.144841;0.161662],,[-0.007888;0.005468],[0.021358;0.024250],0.195689,(2;14),0.824479
ROI#5,N~=AV,[0.050806;-0.014326],[-0.090514;0.076317],[-0.232780;0.207253],[-0.022057;0.004028],[-0.099742;0.070146],[0.129862;-0.105572],[0.086934;-0.062954],[0.086503;-0.100740],[-0.053489;0.086530],[0.061211;-0.028485],[-0.063629;0.082061],[-0.036224;0.050379],[0.017654;-0.027406],[0.179021;-0.202020],[0.010596;-0.001551],[-0.207713;0.215160],,[-0.011473;0.015551],[0.028342;0.027442],0.405617,(2;14),0.674152
ROI#5,N~=FW,[0.043710;-0.108830],[-0.059448;0.097683],[-0.156856;0.178053],[-0.001458;0.124597],[-0.116256;0.107073],[0.257771;-0.208552],[0.216312;-0.285413],[0.143896;-0.106018],[-0.172937;0.251225],[0.011139;0.013669],[-0.049932;0.055841],[-0.055800;0.053976],[0.012385;-0.004010],[0.034671;-0.022541],[0.001037;0.006151],[-0.243599;0.254312],,[-0.008460;0.025451],[0.033708;0.037665],0.992676,(2;14),0.395222
ROI#5,AJ~=V,[0.034787;-0.029923],[-0.067658;0.040700],[-0.083180;0.046542],[-0.020921;0.018749],[-0.025053;0.014160],[0.053556;-0.051502],[0.029742;0.032891],[-0.012506;-0.014181],[0.025427;-0.013545],[0.002987;0.038276],[-0.049237;0.055539],[-0.053229;0.052014],[-0.035936;0.000462],[-0.019085;0.003912],[0.025195;-0.034476],[-0.028883;0.046785],,[-0.013999;0.012900],[0.009913;0.008508],1.153837,(2;14),0.343678
ROI#5,AJ~=AV,[0.016142;-0.023279],[-0.140348;0.140049],[-0.111927;0.078879],[-0.024010;0.035741],[-0.076364;0.040003],[0.038800;-0.032628],[-0.032144;0.069313],[0.005430;-0.014245],[-0.006283;0.009892],[0.039292;-0.023817],[-0.042671;0.046305],[-0.064492;0.067331],[0.002645;-0.040052],[0.065484;-0.102028],[0.053549;-0.071317],[-0.098899;0.093138],,[-0.023487;0.017080],[0.015430;0.016301],1.750025,(2;14),0.209711
ROI#5,AJ~=FW,[0.064980;-0.061850],[-0.076517;0.194180],[-0.054130;0.031552],[0.006790;0.166511],[-0.089330;0.080478],[0.158301;-0.144017],[0.155671;-0.094709],[0.054166;-0.028179],[-0.124747;0.175571],[0.018970;0.048086],[-0.021760;0.027297],[-0.075108;0.079888],[0.024884;0.010853],[-0.095238;0.061078],[0.045515;-0.062091],[-0.122407;0.144669],,[-0.008122;0.039332],[0.022452;0.025115],2.644343,(2;14),0.106115
ROI#5,V~=AV,[-0.016988;0.008301],[-0.080235;0.091804],[-0.034408;0.026678],[-0.006530;0.013551],[-0.041761;0.035393],[-0.016061;0.017569],[-0.036770;0.061538],[0.002239;-0.015761],[-0.022426;0.032721],[0.050512;-0.047885],[0.006728;-0.009072],[-0.013514;0.013064],[0.039765;-0.039330],[0.097711;-0.092798],[0.037442;-0.027753],[-0.057881;0.058489],,[-0.005761;0.007907],[0.011170;0.011539],0.491882,(2;14),0.621656
ROI#5,V~=FW,[0.024945;-0.037175],[-0.029329;0.133010],[0.024365;-0.019674],[0.007590;0.127641],[-0.064932;0.065663],[0.102796;-0.094464],[0.120879;-0.132651],[0.060343;-0.020327],[-0.147936;0.191355],[0.001835;-0.004337],[0.035436;-0.020283],[-0.017863;0.031889],[0.030068;-0.020362],[-0.074836;0.058483],[0.020519;-0.027415],[-0.076665;0.114743],,[0.001076;0.021631],[0.017250;0.021921],2.253312,(2;14),0.141777
ROI#5,AV~=FW,[0.047061;-0.040348],[0.029788;0.020088],[0.052360;-0.052764],[-0.011415;0.088555],[-0.026899;0.026541],[0.121184;-0.109706],[0.187096;-0.164741],[0.039779;-0.022891],[-0.129955;0.154188],[-0.043426;0.048799],[0.023185;-0.016734],[-0.005523;0.017651],[-0.022818;0.005848],[-0.180476;0.143353],[-0.012203;0.005058],[-0.033950;0.041089],,[0.002112;0.008999],[0.021567;0.020495],1.482364,(2;14),0.260656
ROI#2,Within_N>0,0.361551,-0.000383,-0.293383,-0.055655,0.318101,0.193699,-0.351444,0.206410,-0.022479,0.009016,0.156987,-0.525051,-0.078709,0.367671,0.006046,0.353837,,0.040388,0.066650,0.605975,15,0.276796
ROI#2,Within_AJ>0,0.267172,0.027422,-0.069983,-0.208025,0.268200,0.131157,-0.379541,0.235157,-0.018020,-0.033332,0.192952,-0.397442,-0.030884,0.355322,-0.020948,0.319614,,0.039926,0.058084,0.687386,15,0.251165
ROI#2,Within_V>0,0.294299,-0.038965,-0.157015,-0.046176,0.338969,0.177041,-0.365498,0.141563,-0.004125,-0.105465,0.155192,-0.528152,-0.079414,0.272591,-0.052997,0.321240,,0.020193,0.061544,0.328104,15,0.373684
ROI#2,Within_AV>0,0.194479,-0.001114,-0.113499,-0.061485,0.348386,0.123489,-0.357736,0.204475,0.048158,-0.132920,0.185312,-0.489929,-0.147994,0.239798,-0.050702,0.281477,,0.016887,0.058163,0.290344,15,0.387764
ROI#2,Within_FW>0,0.257130,0.034594,-0.117861,-0.102819,0.346809,0.217866,-0.266632,0.193340,0.151017,0.126284,0.163708,-0.368006,0.036617,0.089075,-0.085915,0.529397,,0.075288,0.056833,1.324719,15,0.102546
ROI#2,Within_N>Between_N_AJ,0.059046,-0.005952,-0.144564,0.082507,0.014061,0.034289,0.017327,-0.017968,0.011613,0.066468,-0.020308,-0.037818,-0.010348,0.007635,0.027476,0.010461,,0.005870,0.012926,0.454152,15,0.328111
ROI#2,Within_N>Between_N_V,0.046030,0.021514,-0.049192,0.014193,-0.007969,0.018221,0.011661,0.039889,0.017429,0.085105,0.032868,0.012063,0.012310,0.043669,0.027802,0.019849,,0.021590,0.007031,3.070606,15,0.003885
ROI#2,Within_N>Between_N_AV,0.094205,0.000341,-0.083902,0.035188,-0.011295,0.052258,0.005858,0.011831,0.012878,0.094815,0.027579,-0.012578,0.050676,0.054781,0.033315,0.035698,,0.025103,0.010826,2.318699,15,0.017469
ROI#2,Within_N>Between_N_FW,0.046455,-0.022264,-0.060332,0.057929,-0.012918,0.011784,-0.035479,0.016679,-0.035186,-0.015638,0.031862,-0.047705,0.003224,0.149028,0.063256,-0.082292,,0.004275,0.014284,0.299306,15,0.384407
ROI#2,Within_AJ>Between_AJ_N,-0.035334,0.021852,0.078836,-0.069863,-0.035839,-0.028253,-0.010770,0.010780,0.016072,0.024120,0.015657,0.089791,0.037477,-0.004714,0.000482,-0.023761,,0.005408,0.010370,0.521540,15,0.304803
ROI#2,Within_AJ>Between_AJ_V,-0.011479,0.038243,0.029236,-0.078859,-0.042833,-0.036719,0.001282,0.035998,0.009544,0.037101,0.038968,0.067471,0.021937,0.030207,0.019159,0.000195,,0.009966,0.009323,1.068998,15,0.150986
ROI#2,Within_AJ>Between_AJ_AV,0.035997,0.020250,0.020347,-0.066064,-0.052829,0.001643,-0.010669,0.018439,-0.031189,0.050919,0.031317,0.073794,0.052414,0.043594,0.008776,0.016069,,0.013300,0.009547,1.393120,15,0.091943
ROI#2,Within_AJ>Between_AJ_FW,-0.011808,0.008187,0.025848,-0.032363,-0.045675,-0.054204,-0.046534,0.025660,-0.053115,-0.088444,0.043024,-0.011502,-0.001027,0.141850,0.038300,-0.087192,,-0.009312,0.014463,-0.643870,15,0.735309
ROI#2,Within_V>Between_V_N,-0.021222,-0.017069,0.087177,0.023672,0.012899,0.001564,-0.002393,-0.024958,0.035784,-0.029376,0.031072,0.008962,0.011605,-0.051411,-0.031241,-0.012749,,0.001395,0.008360,0.166833,15,0.434865
ROI#2,Within_V>Between_V_AJ,0.015649,-0.028144,-0.057797,0.082990,0.027935,0.009165,0.015325,-0.057597,0.023440,-0.035032,0.001208,-0.063238,-0.026593,-0.052523,-0.012890,0.001820,,-0.009768,0.009909,-0.985687,15,0.830040
ROI#2,Within_V>Between_V_AV,0.049152,-0.018219,-0.028574,0.007285,-0.004074,0.025212,0.001127,-0.030118,-0.021361,0.014757,-0.016768,-0.015349,0.036164,0.016076,0.001062,0.019873,,0.002265,0.005863,0.386412,15,0.352309
ROI#2,Within_V>Between_V_FW,-0.001075,-0.031694,-0.015673,0.021811,-0.000447,-0.015556,-0.049139,-0.023371,-0.074379,-0.139969,0.008425,-0.073061,-0.042428,0.090029,0.021439,-0.096755,,-0.026365,0.013550,-1.945714,15,0.964663
ROI#2,Within_AV>Between_AV_N,-0.072867,-0.000390,0.095983,0.029358,0.018990,-0.017952,-0.000435,0.009896,0.083515,-0.047122,0.055904,0.022545,-0.018609,-0.073092,-0.023434,-0.036662,,0.001602,0.012338,0.129821,15,0.449217
ROI#2,Within_AV>Between_AV_AJ,-0.036695,-0.008286,-0.023169,0.080476,0.027356,-0.006025,0.011136,-0.012243,0.034989,-0.048670,0.023678,-0.018693,-0.064697,-0.071929,-0.020978,-0.022069,,-0.009739,0.009738,-1.000071,15,0.833432
ROI#2,Within_AV>Between_AV_V,-0.050667,0.019632,0.014943,-0.008024,0.005343,-0.028340,0.008889,0.032794,0.030921,-0.012698,0.013353,0.022874,-0.032416,-0.016717,0.003358,-0.019890,,-0.001040,0.006043,-0.172153,15,0.567191
ROI#2,Within_AV>Between_AV_FW,-0.061909,-0.026638,0.000233,0.013863,0.021379,-0.045054,-0.037542,0.004978,-0.060302,-0.152536,0.028879,-0.031352,-0.103399,0.064221,0.017706,-0.122447,,-0.030620,0.014790,-2.070349,15,0.971954
ROI#2,Within_FW>Between_FW_N,-0.057966,0.012713,0.115190,0.010765,0.015791,0.035951,0.049333,0.003609,0.138310,0.101630,0.038583,0.109341,0.118550,-0.129568,-0.028705,0.093268,,0.039175,0.018213,2.150967,15,0.024093
ROI#2,Within_FW>Between_FW_AJ,-0.021849,0.015360,-0.022030,0.072843,0.032934,0.032505,0.066375,-0.016157,0.115922,0.071172,0.013780,0.017934,0.066473,-0.124397,-0.026666,0.122590,,0.026049,0.015425,1.688776,15,0.055968
ROI#2,Within_FW>Between_FW_V,-0.038243,0.041866,0.023481,-0.034832,0.007394,0.025269,0.049727,0.028407,0.080762,0.091780,0.016942,0.087085,0.073603,-0.093488,-0.011478,0.111403,,0.028730,0.013733,2.092022,15,0.026929
ROI#2,Within_FW>Between_FW_AV,0.000742,0.009070,-0.004130,-0.027471,0.019802,0.049323,0.053562,-0.006156,0.042557,0.106669,0.007275,0.090571,0.081212,-0.086502,-0.017507,0.125473,,0.027781,0.013816,2.010765,15,0.031341
ROI#2,N~=AJ,[0.059046;-0.035334],[-0.005952;0.021852],[-0.144564;0.078836],[0.082507;-0.069863],[0.014061;-0.035839],[0.034289;-0.028253],[0.017327;-0.010770],[-0.017968;0.010780],[0.011613;0.016072],[0.066468;0.024120],[-0.020308;0.015657],[-0.037818;0.089791],[-0.010348;0.037477],[0.007635;-0.004714],[0.027476;0.000482],[0.010461;-0.023761],,[0.005870;0.005408],[0.012926;0.010370],0.911129,(2;14),0.424636
ROI#2,N~=V,[0.046030;-0.021222],[0.021514;-0.017069],[-0.049192;0.087177],[0.014193;0.023672],[-0.007969;0.012899],[0.018221;0.001564],[0.011661;-0.002393],[0.039889;-0.024958],[0.017429;0.035784],[0.085105;-0.029376],[0.032868;0.031072],[0.012063;0.008962],[0.012310;0.011605],[0.043669;-0.051411],[0.027802;-0.031241],[0.019849;-0.012749],,[0.021590;0.001395],[0.007031;0.008360],11.693007,(2;14),0.001033
