ROI#5,Adj~=V,[-0.247033;0.055108],[0.070731;0.342731],[0.231364;-0.029384],[0.115827;-0.142310],[0.144242;-0.213676],[0.504445;-0.192100],[-0.034451;0.009394],,[0.112161;-0.024320],[0.087474;0.072395],0.718046,(2;5),0.531948
ROI#5,Adv~=V,[-0.337656;0.523805],[-0.173199;0.911312],[0.099720;-0.070154],[0.261192;-0.061094],[-0.290188;-0.055271],[0.077678;0.197675],[-0.125912;-0.080987],,[-0.069767;0.195041],[0.083694;0.146053],0.777407,(2;5),0.508188
ROI#2,Within_N>0,1.973328,1.451021,0.837546,1.081815,1.037414,0.843262,1.356167,,1.225793,0.152738,8.025456,6,0.000100
ROI#2,Within_Adj>0,1.140825,1.446093,0.904926,1.345550,1.221930,0.925730,0.933914,,1.131281,0.082486,13.714782,6,0.000005
ROI#2,Within_Adv>0,0.721066,0.478872,0.660864,1.276722,0.957622,0.781409,0.853595,,0.818593,0.095321,8.587713,6,0.000069
ROI#2,Within_V>0,1.385010,1.209420,0.655721,1.025507,1.164002,0.552914,0.824359,,0.973848,0.115893,8.402970,6,0.000077
ROI#2,Within_N>Between_N_Adj,0.470427,0.127351,-0.004793,-0.060893,-0.033472,-0.011093,0.173614,,0.094449,0.070743,1.335096,6,0.115133
ROI#2,Within_N>Between_N_Adv,0.830240,0.636921,0.240754,0.364197,0.081561,0.093706,0.551834,,0.399888,0.107587,3.716862,6,0.004944
ROI#2,Within_N>Between_N_V,0.538046,0.145878,0.036697,0.087749,-0.051083,0.145760,0.343468,,0.178074,0.075542,2.357289,6,0.028246
ROI#2,Within_Adj>Between_Adj_N,-0.362076,0.122423,0.062588,0.202842,0.151045,0.071375,-0.248640,,-0.000063,0.081778,-0.000775,6,0.500297
ROI#2,Within_Adj>Between_Adj_Adv,0.099422,0.610489,0.204376,0.410157,0.140183,0.028449,0.124711,,0.231112,0.077874,2.967774,6,0.012515
ROI#2,Within_Adj>Between_Adj_V,-0.187705,0.183192,0.117896,0.224078,0.017368,0.215918,-0.039175,,0.075939,0.057939,1.310659,6,0.118952
ROI#2,Within_Adv>Between_Adv_N,-0.422021,-0.335228,0.064073,0.559104,0.001769,0.031853,0.049263,,-0.007313,0.120540,-0.060665,6,0.523202
ROI#2,Within_Adv>Between_Adv_Adj,-0.320337,-0.356732,-0.039686,0.341329,-0.124125,-0.115872,0.044392,,-0.081576,0.088932,-0.917281,6,0.802814
ROI#2,Within_Adv>Between_Adv_V,-0.335697,-0.460528,0.010264,0.365089,-0.024502,0.093637,-0.024765,,-0.053786,0.103268,-0.520837,6,0.689432
ROI#2,Within_V>Between_V_N,-0.050271,-0.095723,-0.145128,0.031441,0.075505,-0.144588,-0.188340,,-0.073872,0.037039,-1.994427,6,0.953429
ROI#2,Within_V>Between_V_Adj,0.056480,-0.053480,-0.131309,-0.095965,-0.040561,-0.156898,-0.148730,,-0.081495,0.028617,-2.847803,6,0.985367
ROI#2,Within_V>Between_V_Adv,0.328247,0.270020,0.005121,0.113874,0.181878,-0.134858,-0.054002,,0.101469,0.064690,1.568534,6,0.083903
ROI#2,N~=Adj,[0.470427;-0.362076],[0.127351;0.122423],[-0.004793;0.062588],[-0.060893;0.202842],[-0.033472;0.151045],[-0.011093;0.071375],[0.173614;-0.248640],,[0.094449;-0.000063],[0.070743;0.081778],3.583016,(2;5),0.108281
ROI#2,N~=Adv,[0.830240;-0.422021],[0.636921;-0.335228],[0.240754;0.064073],[0.364197;0.559104],[0.081561;0.001769],[0.093706;0.031853],[0.551834;0.049263],,[0.399888;-0.007313],[0.107587;0.120540],7.983214,(2;5),0.027772
ROI#2,N~=V,[0.538046;-0.050271],[0.145878;-0.095723],[0.036697;-0.145128],[0.087749;0.031441],[-0.051083;0.075505],[0.145760;-0.144588],[0.343468;-0.188340],,[0.178074;-0.073872],[0.075542;0.037039],2.964881,(2;5),0.141546
ROI#2,Adj~=Adv,[0.099422;-0.320337],[0.610489;-0.356732],[0.204376;-0.039686],[0.410157;0.341329],[0.140183;-0.124125],[0.028449;-0.115872],[0.124711;0.044392],,[0.231112;-0.081576],[0.077874;0.088932],4.013244,(2;5),0.091276
ROI#2,Adj~=V,[-0.187705;0.056480],[0.183192;-0.053480],[0.117896;-0.131309],[0.224078;-0.095965],[0.017368;-0.040561],[0.215918;-0.156898],[-0.039175;-0.148730],,[0.075939;-0.081495],[0.057939;0.028617],3.509082,(2;5),0.111643
ROI#2,Adv~=V,[-0.335697;0.328247],[-0.460528;0.270020],[0.010264;0.005121],[0.365089;0.113874],[-0.024502;0.181878],[0.093637;-0.134858],[-0.024765;-0.054002],,[-0.053786;0.101469],[0.103268;0.064690],1.148430,(2;5),0.388674
ROI#1,Within_N>0,2.213930,1.372950,1.207436,1.454367,1.210336,1.165932,1.928943,,1.507699,0.153731,9.807374,6,0.000032
ROI#1,Within_Adj>0,1.727747,1.409306,1.349488,1.480387,1.091857,1.393011,1.577571,,1.432767,0.074886,19.132523,6,0.000001
ROI#1,Within_Adv>0,1.302166,0.892789,0.948365,1.257182,1.013121,0.883828,1.146314,,1.063395,0.065201,16.309410,6,0.000002
ROI#1,Within_V>0,1.983821,1.443953,1.135745,1.184158,1.119174,1.158209,1.650181,,1.382177,0.125061,11.052026,6,0.000016
ROI#1,Within_N>Between_N_Adj,0.245398,0.071389,-0.035604,0.112947,0.137607,-0.130479,0.191120,,0.084626,0.049208,1.719764,6,0.068134
ROI#1,Within_N>Between_N_Adv,0.628317,0.503956,0.262422,0.515233,0.241027,0.222450,0.472793,,0.406600,0.061127,6.651740,6,0.000279
ROI#1,Within_N>Between_N_V,0.176834,0.053149,-0.036865,0.398434,0.104775,0.048204,0.203506,,0.135434,0.053569,2.528223,6,0.022393
ROI#1,Within_Adj>Between_Adj_N,-0.240784,0.107745,0.106448,0.138967,0.019128,0.096600,-0.160252,,0.009693,0.056684,0.171001,6,0.434922
ROI#1,Within_Adj>Between_Adj_Adv,0.319887,0.512272,0.321429,0.241962,-0.072206,0.289877,0.121958,,0.247883,0.069111,3.586718,6,0.005775
ROI#1,Within_Adj>Between_Adj_V,0.041086,0.160738,0.132193,0.223496,0.014825,0.166541,-0.083222,,0.093665,0.040361,2.320670,6,0.029697
ROI#1,Within_Adv>Between_Adv_N,-0.283447,0.023796,0.003350,0.318048,0.043812,-0.059654,-0.309836,,-0.037704,0.080711,-0.467154,6,0.671564
ROI#1,Within_Adv>Between_Adv_Adj,-0.105695,-0.004245,-0.079694,0.018758,-0.150942,-0.219306,-0.309299,,-0.121489,0.043948,-2.764380,6,0.983668
ROI#1,Within_Adv>Between_Adv_V,-0.230175,-0.197723,0.009111,0.040931,-0.099787,-0.105225,-0.365569,,-0.135491,0.053452,-2.534813,6,0.977805
ROI#1,Within_V>Between_V_N,-0.053275,0.124152,-0.108556,0.128224,0.013612,0.040481,-0.075257,,0.009912,0.035616,0.278292,6,0.395065
ROI#1,Within_V>Between_V_Adj,0.297159,0.195384,-0.081550,-0.072733,0.042142,-0.068260,-0.010612,,0.043076,0.056057,0.768431,6,0.235692
ROI#1,Within_V>Between_V_Adv,0.451480,0.353441,0.196492,-0.032093,0.006265,0.169157,0.138298,,0.183291,0.065648,2.792049,6,0.015746
ROI#1,N~=Adj,[0.245398;-0.240784],[0.071389;0.107745],[-0.035604;0.106448],[0.112947;0.138967],[0.137607;0.019128],[-0.130479;0.096600],[0.191120;-0.160252],,[0.084626;0.009693],[0.049208;0.056684],3.074393,(2;5),0.134696
ROI#1,N~=Adv,[0.628317;-0.283447],[0.503956;0.023796],[0.262422;0.003350],[0.515233;0.318048],[0.241027;0.043812],[0.222450;-0.059654],[0.472793;-0.309836],,[0.406600;-0.037704],[0.061127;0.080711],18.805098,(2;5),0.004717
ROI#1,N~=V,[0.176834;-0.053275],[0.053149;0.124152],[-0.036865;-0.108556],[0.398434;0.128224],[0.104775;0.013612],[0.048204;0.040481],[0.203506;-0.075257],,[0.135434;0.009912],[0.053569;0.035616],2.901644,(2;5),0.145725
ROI#1,Adj~=Adv,[0.319887;-0.105695],[0.512272;-0.004245],[0.321429;-0.079694],[0.241962;0.018758],[-0.072206;-0.150942],[0.289877;-0.219306],[0.121958;-0.309299],,[0.247883;-0.121489],[0.069111;0.043948],16.787139,(2;5),0.006049
ROI#1,Adj~=V,[0.041086;0.297159],[0.160738;0.195384],[0.132193;-0.081550],[0.223496;-0.072733],[0.014825;0.042142],[0.166541;-0.068260],[-0.083222;-0.010612],,[0.093665;0.043076],[0.040361;0.056057],2.979478,(2;5),0.140605
ROI#1,Adv~=V,[-0.230175;0.451480],[-0.197723;0.353441],[0.009111;0.196492],[0.040931;-0.032093],[-0.099787;0.006265],[-0.105225;0.169157],[-0.365569;0.138298],,[-0.135491;0.183291],[0.053452;0.065648],4.062106,(2;5),0.089586
ROI#3,Within_N>0,1.201557,1.492451,1.086752,1.250853,0.954195,0.808449,1.851495,,1.235108,0.131881,9.365304,6,0.000042
ROI#3,Within_Adj>0,0.542388,1.430648,1.416789,1.089717,1.052320,0.880475,1.544899,,1.136748,0.134489,8.452348,6,0.000075
ROI#3,Within_Adv>0,0.524839,1.185729,0.894499,1.072380,0.957622,0.372023,1.483195,,0.927184,0.143855,6.445276,6,0.000330
ROI#3,Within_V>0,1.218196,1.286697,1.166926,0.830835,0.835232,0.608283,1.602042,,1.078316,0.127839,8.434956,6,0.000076
ROI#3,Within_N>Between_N_Adj,0.359552,0.343491,-0.157991,0.204821,-0.056912,0.003940,0.152325,,0.121318,0.075215,1.612948,6,0.078941
ROI#3,Within_N>Between_N_Adv,0.615665,0.458546,0.013649,0.437427,-0.025729,0.284617,0.195993,,0.282881,0.090075,3.140511,6,0.010027
ROI#3,Within_N>Between_N_V,0.084537,0.117445,-0.122829,0.472715,0.071851,0.054151,0.135721,,0.116227,0.067514,1.721538,6,0.067968
ROI#3,Within_Adj>Between_Adj_N,-0.299617,0.281687,0.172046,0.043685,0.041214,0.075966,-0.154270,,0.022959,0.073712,0.311465,6,0.382993
ROI#3,Within_Adj>Between_Adj_Adv,0.000393,0.208324,0.254875,0.187088,-0.008908,0.300704,-0.039898,,0.128940,0.053247,2.421562,6,0.025877
ROI#3,Within_Adj>Between_Adj_V,-0.366230,0.362790,0.126065,0.237226,0.110506,0.180288,-0.055888,,0.084965,0.089338,0.951055,6,0.189149
ROI#3,Within_Adv>Between_Adv_N,-0.061053,0.151824,-0.178604,0.258953,-0.022302,-0.151810,-0.172307,,-0.025043,0.064472,-0.388428,6,0.644446
ROI#3,Within_Adv>Between_Adv_Adj,-0.017156,-0.036595,-0.267415,0.169751,-0.103607,-0.207749,-0.101602,,-0.080625,0.053602,-1.504133,6,0.908377
ROI#3,Within_Adv>Between_Adv_V,0.001247,0.138095,-0.080773,0.290991,-0.069093,-0.138757,-0.108312,,0.004771,0.058933,0.080958,6,0.469054
ROI#3,Within_V>Between_V_N,0.101176,-0.088309,-0.042655,0.052697,-0.047112,-0.146016,-0.113732,,-0.040564,0.033661,-1.205088,6,0.863231
ROI#3,Within_V>Between_V_Adj,0.309578,0.218839,-0.123798,-0.021656,-0.106582,-0.091904,0.001255,,0.026533,0.064440,0.411751,6,0.347414
ROI#3,Within_V>Between_V_Adv,0.694604,0.239063,0.191654,0.049446,-0.191483,0.097504,0.010535,,0.155903,0.104077,1.497960,6,0.092397
ROI#3,N~=Adj,[0.359552;-0.299617],[0.343491;0.281687],[-0.157991;0.172046],[0.204821;0.043685],[-0.056912;0.041214],[0.003940;0.075966],[0.152325;-0.154270],,[0.121318;0.022959],[0.075215;0.073712],1.400269,(2;5),0.328938
ROI#3,N~=Adv,[0.615665;-0.061053],[0.458546;0.151824],[0.013649;-0.178604],[0.437427;0.258953],[-0.025729;-0.022302],[0.284617;-0.151810],[0.195993;-0.172307],,[0.282881;-0.025043],[0.090075;0.064472],6.018511,(2;5),0.046660
ROI#3,N~=V,[0.084537;0.101176],[0.117445;-0.088309],[-0.122829;-0.042655],[0.472715;0.052697],[0.071851;-0.047112],[0.054151;-0.146016],[0.135721;-0.113732],,[0.116227;-0.040564],[0.067514;0.033661],2.840154,(2;5),0.149957
ROI#3,Adj~=Adv,[0.000393;-0.017156],[0.208324;-0.036595],[0.254875;-0.267415],[0.187088;0.169751],[-0.008908;-0.103607],[0.300704;-0.207749],[-0.039898;-0.101602],,[0.128940;-0.080625],[0.053247;0.053602],2.820189,(2;5),0.151367
ROI#3,Adj~=V,[-0.366230;0.309578],[0.362790;0.218839],[0.126065;-0.123798],[0.237226;-0.021656],[0.110506;-0.106582],[0.180288;-0.091904],[-0.055888;0.001255],,[0.084965;0.026533],[0.089338;0.064440],0.697852,(2;5),0.540386
ROI#3,Adv~=V,[0.001247;0.694604],[0.138095;0.239063],[-0.080773;0.191654],[0.290991;0.049446],[-0.069093;-0.191483],[-0.138757;0.097504],[-0.108312;0.010535],,[0.004771;0.155903],[0.058933;0.104077],0.937077,(2;5),0.451208

