ROI,average ROI size,average localizer mask size,inter-subject overlap,mean[1;1],stderr[1;1],T/F,dof,p,p-fdr
LIFGorb,370,37,1.000000,0.033614,0.554565,0.060614,2.000000,0.478590,0.575125
LIFG,743,74,1.000000,0.285502,0.379245,0.752817,2.000000,0.265053,0.575125
LMFG,462,46,1.000000,0.277352,0.373603,0.742371,2.000000,0.267605,0.575125
LAntTemp,1627,162,1.000000,-0.122907,0.571857,-0.214926,2.000000,0.575125,0.575125
LPostTemp,2948,294,1.000000,0.285327,0.471525,0.605115,2.000000,0.303309,0.575125
LAngG,644,64,1.000000,-0.102020,0.518506,-0.196758,2.000000,0.568901,0.575125
