ROI,average ROI size,average localizer mask size,inter-subject overlap,mean[1;1],stderr[1;1],T/F,dof,p,p-fdr
LIFGorb,370,37,1.000000,0.126961,0.092981,1.365440,1.000000,0.201210,0.603629
LIFG,743,74,1.000000,-0.007042,0.038756,-0.181690,1.000000,0.557210,0.668652
LMFG,462,46,1.000000,-0.001935,0.068311,-0.028330,1.000000,0.509015,0.668652
LAntTemp,1627,162,1.000000,-0.032075,0.012522,-2.561609,1.000000,0.881530,0.881530
LPostTemp,2948,294,1.000000,0.122878,0.038189,3.217650,1.000000,0.095914,0.575483
LAngG,644,64,1.000000,0.012462,0.047568,0.261989,1.000000,0.418439,0.668652
