SubjID,Run,Order,ItemNumber,Onset,Duration,Condition,Flip,Sentence,AgentName,AgentShape,PatientName,PatientShape
debug,2,D,19,0,0.12,Agent,1,Kyle Square is being bounced by Lily Triangle.,Lily,Triangle,Kyle,Square
debug,2,D,N/A,0.12599999998929,0.08,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
debug,2,D,43,0.206000000005588,0.12,Agent,0,Zach Star is balancing Kyle Square.,Zach,Star,Kyle,Square
debug,2,D,N/A,0.331999999994878,0.12,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
debug,2,D,34,0.451999999990221,0.12,Agent,0,Zach Star is bouncing Kyle Square.,Zach,Star,Kyle,Square
debug,2,D,N/A,0.577999999979511,0.16,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
debug,2,D,14,0.7379999999539,0.12,Patient,1,Zach Star is being balanced by Kyle Square.,Kyle,Square,Zach,Star
debug,2,D,N/A,0.863999999943189,0.16,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
debug,2,D,45,1.02399999991758,0.12,Agent,1,Melissa Oval is being balanced by Zach Star.,Zach,Star,Melissa,Oval
debug,2,D,N/A,1.14999999990687,0.08,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
debug,2,D,30,1.22999999992317,0.12,Agent,0,Lily Triangle is balancing Melissa Oval.,Lily,Triangle,Melissa,Oval
debug,2,D,58,1.35599999991246,0.12,Patient,0,Melissa Oval is balancing Kyle Square.,Melissa,Oval,Kyle,Square
debug,2,D,14,1.48199999990175,0.12,Agent,1,Zach Star is being balanced by Kyle Square.,Kyle,Square,Zach,Star
debug,2,D,1,1.60799999989104,0.12,Patient,0,Kyle Square is stopping Lily Triangle.,Kyle,Square,Lily,Triangle
debug,2,D,N/A,1.73399999988033,0.08,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
debug,2,D,51,1.81399999989662,0.12,Agent,1,Zach Star is being bounced by Melissa Oval.,Melissa,Oval,Zach,Star
debug,2,D,33,1.93999999988591,0.12,Patient,1,Melissa Oval is being stopped by Zach Star.,Zach,Star,Melissa,Oval
debug,2,D,N/A,2.0659999998752,0.12,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
debug,2,D,53,2.18599999987055,0.12,Patient,0,Melissa Oval is rolling Lily Triangle.,Melissa,Oval,Lily,Triangle
debug,2,D,N/A,2.31199999985984,0.12,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
debug,2,D,45,2.43199999985518,0.12,Patient,1,Melissa Oval is being balanced by Zach Star.,Zach,Star,Melissa,Oval
debug,2,D,N/A,2.55799999984447,0.12,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
debug,2,D,32,2.67799999983981,0.12,Agent,0,Zach Star is stopping Lily Triangle.,Zach,Star,Lily,Triangle
debug,2,D,N/A,2.8039999998291,0.04,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
debug,2,D,11,2.84399999980815,0.12,Agent,1,Zach Star is being shaken by Kyle Square.,Kyle,Square,Zach,Star
debug,2,D,N/A,2.96999999979744,0.04,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
debug,2,D,31,3.00999999977648,0.12,Agent,1,Kyle Square is being stopped by Zach Star.,Zach,Star,Kyle,Square
