Trial,SubjID,Run,Order,ItemNumber,IntendedOnset,ActualOnset,IntendedDuration,ActualDuration,Condition,Flip,FlipMeaning,Sentence,AgentName,AgentShape,PatientName,PatientShape,BaseFilename,BlinkFilename,Response,Correct
1,sentencecheck,,E,10,0,0.00056692399084568,10,10.0008620040026,Agent,1,passive,Lily Triangle is being shaken by Kyle Square.,Kyle,Square,Lily,Triangle,Base_passive_10.jpg,Agent_passive_10.jpg,,N
,sentencecheck,,E,NA,10,10.0020362069772,2,2.00028567801928,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
2,sentencecheck,,E,34,12,12.0026588600012,4,3.99884955197922,Patient,1,passive,Kyle Square is being bounced by Zach Star.,Zach,Star,Kyle,Square,Base_passive_34.jpg,Patient_passive_34.jpg,,
,sentencecheck,,E,NA,16,16.0019618599908,2,2.00052176200552,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
3,sentencecheck,,E,22,18,18.0028213309997,4,3.99846600697492,Agent,0,active,Lily Triangle is rolling Kyle Square.,Lily,Triangle,Kyle,Square,Base_active_22.jpg,Agent_active_22.jpg,,
4,sentencecheck,,E,37,22,22.0016365229967,4,3.99904103198787,Patient,0,active,Zach Star is rolling Kyle Square.,Zach,Star,Kyle,Square,Base_active_37.jpg,Patient_active_37.jpg,,
5,sentencecheck,,E,25,26,26.0010665890004,4,3.99999337899499,Patient,0,active,Lily Triangle is shaking Kyle Square.,Lily,Triangle,Kyle,Square,Base_active_25.jpg,Patient_active_25.jpg,,
6,sentencecheck,,E,7,30,30.0015588219976,4,3.99938599698362,Agent,0,active,Kyle Square is rolling Lily Triangle.,Kyle,Square,Lily,Triangle,Base_active_7.jpg,Agent_active_7.jpg,,
7,sentencecheck,,E,23,34,34.001343033975,4,3.99925536999945,Agent,1,passive,Zach Star is being rolled by Lily Triangle.,Lily,Triangle,Zach,Star,Base_passive_23.jpg,Agent_passive_23.jpg,,
8,sentencecheck,,E,11,38,38.0011108759791,4,4.00039274001028,Agent,1,passive,Zach Star is being shaken by Kyle Square.,Kyle,Square,Zach,Star,Base_passive_11.jpg,Agent_passive_11.jpg,,
,sentencecheck,,E,NA,42,42.0020125180017,2,2.00036575997365,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
9,sentencecheck,,E,22,44,44.0027101479936,4,3.99946637600078,Agent,1,passive,Kyle Square is being rolled by Lily Triangle.,Lily,Triangle,Kyle,Square,Base_passive_22.jpg,Agent_passive_22.jpg,,
,sentencecheck,,E,NA,48,48.0028228619776,4,3.99921650599572,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
10,sentencecheck,,E,34,52,52.0023765839869,4,3.99816028500209,Agent,1,passive,Kyle Square is being bounced by Zach Star.,Zach,Star,Kyle,Square,Base_passive_34.jpg,Agent_passive_34.jpg,,
11,sentencecheck,,E,40,56,56.0010876049928,4,3.99980192998191,Patient,0,active,Zach Star is shaking Kyle Square.,Zach,Star,Kyle,Square,Base_active_40.jpg,Patient_active_40.jpg,,
,sentencecheck,,E,NA,60,60.0013315819961,4,4.00111326898332,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
12,sentencecheck,,E,11,64,64.0028509719996,4,3.99802335997811,Patient,1,passive,Zach Star is being shaken by Kyle Square.,Kyle,Square,Zach,Star,Base_passive_11.jpg,Patient_passive_11.jpg,,
13,sentencecheck,,E,35,68,68.0012595059816,4,3.99965981201967,Agent,0,active,Zach Star is bouncing Lily Triangle.,Zach,Star,Lily,Triangle,Base_active_35.jpg,Agent_active_35.jpg,,
14,sentencecheck,,E,7,72,72.0014235679992,4,4.00036712599103,Agent,1,passive,Lily Triangle is being rolled by Kyle Square.,Kyle,Square,Lily,Triangle,Base_passive_7.jpg,Agent_passive_7.jpg,,
,sentencecheck,,E,NA,76,76.0024946859921,2,2.00000290400931,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
15,sentencecheck,,E,11,78,78.0028714869986,4,3.99867562099826,Agent,0,active,Kyle Square is shaking Zach Star.,Kyle,Square,Zach,Star,Base_active_11.jpg,Agent_active_11.jpg,,
16,sentencecheck,,E,25,82,82.0021928959759,4,3.99914039901341,Agent,1,passive,Kyle Square is being shaken by Lily Triangle.,Lily,Triangle,Kyle,Square,Base_passive_25.jpg,Agent_passive_25.jpg,,
17,sentencecheck,,E,40,86,86.0017465149867,4,3.99933800598956,Agent,1,passive,Kyle Square is being shaken by Zach Star.,Zach,Star,Kyle,Square,Base_passive_40.jpg,Agent_passive_40.jpg,,
,sentencecheck,,E,NA,90,90.0014407089911,2,2.00088985799812,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
18,sentencecheck,,E,41,92,92.0026939309901,4,3.99788087999332,Agent,0,active,Zach Star is shaking Lily Triangle.,Zach,Star,Lily,Triangle,Base_active_41.jpg,Agent_active_41.jpg,,
19,sentencecheck,,E,10,96,96.0010811489774,4,4.00028870700044,Patient,1,passive,Lily Triangle is being shaken by Kyle Square.,Kyle,Square,Lily,Triangle,Base_passive_10.jpg,Patient_passive_10.jpg,,
