Trial,SubjID,Run,Order,ItemNumber,IntendedOnset,ActualOnset,IntendedDuration,ActualDuration,Condition,Flip,FlipMeaning,Sentence,AgentName,AgentShape,PatientName,PatientShape,BaseFilename,BlinkFilename,Response,Correct
1,sentencecheck,,B,41,0,0.000371400004951283,4,4.00033834000351,Patient,1,passive,Lily Triangle is being shaken by Zach Star.,Zach,Star,Lily,Triangle,Base_passive_41.jpg,Patient_passive_41.jpg,,
2,sentencecheck,,B,40,4,4.00132276900695,4,4.00013845801004,Patient,0,active,Zach Star is shaking Kyle Square.,Zach,Star,Kyle,Square,Base_active_40.jpg,Patient_active_40.jpg,,
,sentencecheck,,B,NA,8,8.00196000901633,2,2.00118248598301,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
3,sentencecheck,,B,8,10,10.0039774510078,4,3.99666133601568,Agent,0,active,Kyle Square is rolling Zach Star.,Kyle,Square,Zach,Star,Base_active_8.jpg,Agent_active_8.jpg,,
4,sentencecheck,,B,38,14,14.0012383580033,4,3.99950200802414,Patient,1,passive,Lily Triangle is being rolled by Zach Star.,Zach,Star,Lily,Triangle,Base_passive_38.jpg,Patient_passive_38.jpg,,
5,sentencecheck,,B,7,18,18.0012824760051,4,3.99947523299488,Patient,0,active,Kyle Square is rolling Lily Triangle.,Kyle,Square,Lily,Triangle,Base_active_7.jpg,Patient_active_7.jpg,,
6,sentencecheck,,B,34,22,22.0012981320033,4,3.99956755302264,Patient,0,active,Zach Star is bouncing Kyle Square.,Zach,Star,Kyle,Square,Base_active_34.jpg,Patient_active_34.jpg,,
7,sentencecheck,,B,41,26,26.0013223860005,4,4.00050979401567,Agent,0,active,Zach Star is shaking Lily Triangle.,Zach,Star,Lily,Triangle,Base_active_41.jpg,Agent_active_41.jpg,,
,sentencecheck,,B,NA,30,30.0024019960256,2,1.99966899497667,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
8,sentencecheck,,B,5,32,32.0026476940257,4,3.99836023198441,Patient,1,passive,Zach Star is being bounced by Kyle Square.,Kyle,Square,Zach,Star,Base_passive_5.jpg,Patient_passive_5.jpg,,
