Trial,SubjID,Run,Order,ItemNumber,IntendedOnset,ActualOnset,IntendedDuration,ActualDuration,Condition,Flip,FlipMeaning,Sentence,AgentName,AgentShape,PatientName,PatientShape,BaseFilename,BlinkFilename,Response,Correct
1,check7252017,,D,26,0,0.00252308699418791,10,9.9996724119992,Patient,1,passive,Zach Star is being shaken by Lily Triangle.,Lily,Triangle,Zach,Star,Base_passive_26.jpg,Patient_passive_26.jpg,Y,N
,check7252017,,D,NA,10,10.0037593900051,6,6.00116065499606,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
2,check7252017,,D,5,16,16.0058201450156,4,3.99521013197955,Agent,0,active,Kyle Square is bouncing Zach Star.,Kyle,Square,Zach,Star,Base_active_5.jpg,Agent_active_5.jpg,,
3,check7252017,,D,19,20,20.0015831070195,4,3.99962784198578,Patient,1,passive,Kyle Square is being bounced by Lily Triangle.,Lily,Triangle,Kyle,Square,Base_passive_19.jpg,Patient_passive_19.jpg,,
,check7252017,,D,NA,24,24.0016200120153,2,2.00006493699038,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
4,check7252017,,D,4,26,26.0021516400157,4,3.998698735988,Agent,0,active,Kyle Square is bouncing Lily Triangle.,Kyle,Square,Lily,Triangle,Base_active_4.jpg,Agent_active_4.jpg,,
,check7252017,,D,NA,30,30.0012618979963,4,4.00031770000351,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
5,check7252017,,D,10,34,34.0020173680095,4,3.99893007898936,Agent,0,active,Kyle Square is shaking Lily Triangle.,Kyle,Square,Lily,Triangle,Base_active_10.jpg,Agent_active_10.jpg,,
,check7252017,,D,NA,38,38.0013792480167,2,2.0004134310002,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
6,check7252017,,D,19,40,40.0022738449916,4,3.99840358400252,Agent,0,active,Lily Triangle is bouncing Kyle Square.,Lily,Triangle,Kyle,Square,Base_active_19.jpg,Agent_active_19.jpg,,
,check7252017,,D,NA,44,44.0010972229938,2,2.00098909001099,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
7,check7252017,,D,23,46,46.0025178020005,4,3.99844470899552,Patient,0,active,Lily Triangle is rolling Zach Star.,Lily,Triangle,Zach,Star,Base_active_23.jpg,Patient_active_23.jpg,,
,check7252017,,D,NA,50,50.0013861500192,4,4.00012693298049,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
8,check7252017,,D,19,54,54.0019550099969,4,3.99881001899485,Patient,0,active,Lily Triangle is bouncing Kyle Square.,Lily,Triangle,Kyle,Square,Base_active_19.jpg,Patient_active_19.jpg,,
9,check7252017,,D,8,58,58.0012000330025,4,3.99962388101267,Agent,0,active,Kyle Square is rolling Zach Star.,Kyle,Square,Zach,Star,Base_active_8.jpg,Agent_active_8.jpg,,
10,check7252017,,D,41,62,62.0012717150094,4,3.99966767098522,Patient,1,passive,Lily Triangle is being shaken by Zach Star.,Zach,Star,Lily,Triangle,Base_passive_41.jpg,Patient_passive_41.jpg,,
11,check7252017,,D,4,66,66.001419067994,4,3.99964295400423,Agent,1,passive,Lily Triangle is being bounced by Kyle Square.,Kyle,Square,Lily,Triangle,Base_passive_4.jpg,Agent_passive_4.jpg,,
,check7252017,,D,NA,70,70.0015064000036,12,12.0010562860116,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
12,check7252017,,D,40,82,82.0030683400109,4,3.99786792698433,Patient,0,active,Zach Star is shaking Kyle Square.,Zach,Star,Kyle,Square,Base_active_40.jpg,Patient_active_40.jpg,,
13,check7252017,,D,4,86,86.0014039950038,4,3.99906324301264,Patient,0,active,Kyle Square is bouncing Lily Triangle.,Kyle,Square,Lily,Triangle,Base_active_4.jpg,Patient_active_4.jpg,,
,check7252017,,D,NA,90,90.0009299200028,4,4.00114275701344,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
14,check7252017,,D,10,94,94.0025814319961,4,3.99995684501482,Agent,1,passive,Lily Triangle is being shaken by Kyle Square.,Kyle,Square,Lily,Triangle,Base_passive_10.jpg,Agent_passive_10.jpg,,
15,check7252017,,D,22,98,98.0031584069948,4,3.99781725602224,Agent,1,passive,Kyle Square is being rolled by Lily Triangle.,Lily,Triangle,Kyle,Square,Base_passive_22.jpg,Agent_passive_22.jpg,,
16,check7252017,,D,23,102,102.001490029012,4,3.99975906999316,Agent,1,passive,Zach Star is being rolled by Lily Triangle.,Lily,Triangle,Zach,Star,Base_passive_23.jpg,Agent_passive_23.jpg,,
,check7252017,,D,NA,106,106.001816566015,8,8.00013964698883,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
17,check7252017,,D,25,114,114.002414151008,4,3.99878955399618,Patient,0,active,Lily Triangle is shaking Kyle Square.,Lily,Triangle,Kyle,Square,Base_active_25.jpg,Patient_active_25.jpg,,
,check7252017,,D,NA,118,118.001652139996,4,4.00071526301326,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
18,check7252017,,D,34,122,122.002803609008,4,3.99790091498289,Agent,1,passive,Kyle Square is being bounced by Zach Star.,Zach,Star,Kyle,Square,Base_passive_34.jpg,Agent_passive_34.jpg,,
,check7252017,,D,NA,126,126.001116389991,2,2.00094002101105,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
