Trial,SubjID,Run,Order,ItemNumber,IntendedOnset,ActualOnset,IntendedDuration,ActualDuration,Condition,Flip,FlipMeaning,Sentence,AgentName,AgentShape,PatientName,PatientShape,BaseFilename,BlinkFilename,Response,Correct
1,debug,,C,26,0,0.00048062200039567,0.08,0.0942851359995984,Agent,0,orig,Lily Triangle is shaking Zach Star.,Lily,Triangle,Zach,Star,Base_orig_26.jpg,Agent_orig_26.jpg,,
2,debug,,C,34,0.08,0.095435371998974,0.08,0.0825199560003966,Agent,0,orig,Zach Star is bouncing Kyle Square.,Zach,Star,Kyle,Square,Base_orig_34.jpg,Agent_orig_34.jpg,,
,debug,,C,NA,0.16,0.178598157999659,0.16,0.143819404000169,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
3,debug,,C,20,0.32,0.322832200999983,0.08,0.0881961150007555,Patient,0,orig,Lily Triangle is bouncing Zach Star.,Lily,Triangle,Zach,Star,Base_orig_20.jpg,Patient_orig_20.jpg,,
4,debug,,C,38,0.4,0.411749064000105,0.08,0.0823094949992083,Agent,1,flipped,Lily Triangle is being rolled by Zach Star.,Zach,Star,Lily,Triangle,Base_flipped_38.jpg,Agent_flipped_38.jpg,,
,debug,,C,NA,0.48,0.494732458000726,0.04,0.0278218349994859,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
5,debug,,C,20,0.52,0.523092903000361,0.08,0.138592719998996,Agent,0,orig,Lily Triangle is bouncing Zach Star.,Lily,Triangle,Zach,Star,Base_orig_20.jpg,Agent_orig_20.jpg,,
,debug,,C,NA,0.6,0.66231270299977,0.08,0.0211425929992402,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
6,debug,,C,41,0.68,0.684339179000744,0.08,0.0947155899993959,Patient,0,orig,Zach Star is shaking Lily Triangle.,Zach,Star,Lily,Triangle,Base_orig_41.jpg,Patient_orig_41.jpg,,
7,debug,,C,22,0.76,0.77976539699921,0.08,0.0820375900002546,Agent,0,orig,Lily Triangle is rolling Kyle Square.,Lily,Triangle,Kyle,Square,Base_orig_22.jpg,Agent_orig_22.jpg,,
8,debug,,C,37,0.84,0.862535893000313,0.08,0.0829504979992635,Agent,1,flipped,Kyle Square is being rolled by Zach Star.,Zach,Star,Kyle,Square,Base_flipped_37.jpg,Agent_flipped_37.jpg,,
9,debug,,C,23,0.92,0.946291791999101,0.08,0.0823733270008233,Patient,0,orig,Lily Triangle is rolling Zach Star.,Lily,Triangle,Zach,Star,Base_orig_23.jpg,Patient_orig_23.jpg,,
10,debug,,C,22,1,1.02946709299977,0.08,0.082643318000919,Patient,1,flipped,Kyle Square is being rolled by Lily Triangle.,Lily,Triangle,Kyle,Square,Base_flipped_22.jpg,Patient_flipped_22.jpg,,
,debug,,C,NA,1.08,1.11283654399995,0.08,0.0489176560004125,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
11,debug,,C,10,1.16,1.16218661399944,0.2,0.198937053999543,Patient,0,orig,Kyle Square is shaking Lily Triangle.,Kyle,Square,Lily,Triangle,Base_orig_10.jpg,Patient_orig_10.jpg,,N
12,debug,,C,38,1.36,1.36162198999955,0.08,0.116946070000267,Patient,0,orig,Zach Star is rolling Lily Triangle.,Zach,Star,Lily,Triangle,Base_orig_38.jpg,Patient_orig_38.jpg,,
,debug,,C,NA,1.44,1.47930122700018,0.12,0.0836262150005496,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
13,debug,,C,40,1.56,1.56340685100076,0.08,0.114293264998196,Agent,1,flipped,Kyle Square is being shaken by Zach Star.,Zach,Star,Kyle,Square,Base_flipped_40.jpg,Agent_flipped_40.jpg,,
,debug,,C,NA,1.64,1.67817101000037,0.12,0.0838995199992496,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
14,debug,,C,41,1.76,1.76246751200051,0.08,0.116109660999427,Patient,1,flipped,Lily Triangle is being shaken by Zach Star.,Zach,Star,Lily,Triangle,Base_flipped_41.jpg,Patient_flipped_41.jpg,,
,debug,,C,NA,1.84,1.87918359099967,0.12,0.0833591669997986,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
15,debug,,C,35,1.96,1.96297799400054,0.08,0.11508749299901,Patient,0,orig,Zach Star is bouncing Lily Triangle.,Zach,Star,Lily,Triangle,Base_orig_35.jpg,Patient_orig_35.jpg,,
,debug,,C,NA,2.04,2.07865953299915,0.08,0.0438090550014749,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
16,debug,,C,22,2.12,2.12294239900075,0.08,0.0889667739993456,Agent,1,flipped,Kyle Square is being rolled by Lily Triangle.,Lily,Triangle,Kyle,Square,Base_flipped_22.jpg,Agent_flipped_22.jpg,,
