Trial,SubjID,Run,Order,ItemNumber,IntendedOnset,ActualOnset,IntendedDuration,ActualDuration,Condition,Flip,FlipMeaning,Sentence,AgentName,AgentShape,PatientName,PatientShape,BaseFilename,BlinkFilename,Response,Correct
1,FED_20170823a_3T2,,C,26,0,0.000520753994351253,4,4.00206392700784,Agent,0,active,Lily Triangle is shaking Zach Star.,Lily,Triangle,Zach,Star,Base_active_26.jpg,Agent_active_26.jpg,,
2,FED_20170823a_3T2,,C,34,4,4.00327268100227,4,3.99885769901448,Agent,0,active,Zach Star is bouncing Kyle Square.,Zach,Star,Kyle,Square,Base_active_34.jpg,Agent_active_34.jpg,,
,FED_20170823a_3T2,,C,NA,8,8.00280957799987,8,8.00014596400433,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
3,FED_20170823a_3T2,,C,20,16,16.0035639709968,4,3.9967950709979,Patient,0,active,Lily Triangle is bouncing Zach Star.,Lily,Triangle,Zach,Star,Base_active_20.jpg,Patient_active_20.jpg,,
4,FED_20170823a_3T2,,C,38,20,20.0013431020197,4,4.00067534597474,Agent,1,passive,Lily Triangle is being rolled by Zach Star.,Zach,Star,Lily,Triangle,Base_passive_38.jpg,Agent_passive_38.jpg,,
,FED_20170823a_3T2,,C,NA,24,24.0027833580098,2,2.00009942500037,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
5,FED_20170823a_3T2,,C,20,26,26.0036363750114,4,3.99752888799412,Agent,0,active,Lily Triangle is bouncing Zach Star.,Lily,Triangle,Zach,Star,Base_active_20.jpg,Agent_active_20.jpg,,
,FED_20170823a_3T2,,C,NA,30,30.0019745030149,4,4.00005135900574,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
6,FED_20170823a_3T2,,C,41,34,34.002720843011,4,3.99802873600856,Patient,0,active,Zach Star is shaking Lily Triangle.,Zach,Star,Lily,Triangle,Base_active_41.jpg,Patient_active_41.jpg,,
7,FED_20170823a_3T2,,C,22,38,38.0014929280151,4,3.99974078999367,Agent,0,active,Lily Triangle is rolling Kyle Square.,Lily,Triangle,Kyle,Square,Base_active_22.jpg,Agent_active_22.jpg,,
8,FED_20170823a_3T2,,C,37,42,42.0021975809941,4,3.9989016270265,Agent,1,passive,Kyle Square is being rolled by Zach Star.,Zach,Star,Kyle,Square,Base_passive_37.jpg,Agent_passive_37.jpg,,
9,FED_20170823a_3T2,,C,23,46,46.0020787810208,4,3.99898224399658,Patient,0,active,Lily Triangle is rolling Zach Star.,Lily,Triangle,Zach,Star,Base_active_23.jpg,Patient_active_23.jpg,,
10,FED_20170823a_3T2,,C,22,50,50.0019878759922,4,3.99858291100827,Patient,1,passive,Kyle Square is being rolled by Lily Triangle.,Lily,Triangle,Kyle,Square,Base_passive_22.jpg,Patient_passive_22.jpg,,
,FED_20170823a_3T2,,C,NA,54,54.0013087270199,4,4.0019321339787,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
11,FED_20170823a_3T2,,C,10,58,58.0039663260104,10,9.99654019399895,Patient,0,active,Kyle Square is shaking Lily Triangle.,Kyle,Square,Lily,Triangle,Base_active_10.jpg,Patient_active_10.jpg,,N
12,FED_20170823a_3T2,,C,38,68,68.0012167230016,4,3.99927292400389,Patient,0,active,Zach Star is rolling Lily Triangle.,Zach,Star,Lily,Triangle,Base_active_38.jpg,Patient_active_38.jpg,,
,FED_20170823a_3T2,,C,NA,72,72.0012172750139,6,6.00139837097959,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
13,FED_20170823a_3T2,,C,40,78,78.003392158018,4,3.99719239998376,Agent,1,passive,Kyle Square is being shaken by Zach Star.,Zach,Star,Kyle,Square,Base_passive_40.jpg,Agent_passive_40.jpg,,
,FED_20170823a_3T2,,C,NA,82,82.0013106660044,6,6.00182969900197,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
14,FED_20170823a_3T2,,C,41,88,88.0039708600088,4,3.99838994900347,Patient,1,passive,Lily Triangle is being shaken by Zach Star.,Zach,Star,Lily,Triangle,Base_passive_41.jpg,Patient_passive_41.jpg,,
,FED_20170823a_3T2,,C,NA,92,92.0030487510085,6,6.00019334800891,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
15,FED_20170823a_3T2,,C,35,98,98.0040711500042,4,3.99717846000567,Patient,0,active,Zach Star is bouncing Lily Triangle.,Zach,Star,Lily,Triangle,Base_active_35.jpg,Patient_active_35.jpg,,
,FED_20170823a_3T2,,C,NA,102,102.001985942014,4,4.00137389099109,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
