Trial,SubjID,Run,Order,ItemNumber,IntendedOnset,ActualOnset,IntendedDuration,ActualDuration,Condition,Flip,FlipMeaning,Sentence,AgentName,AgentShape,PatientName,PatientShape,BaseFilename,BlinkFilename,Response,Correct
1,FED_20170825a_3T2,,E,10,0,0.00200118700740859,10,10.0011060099932,Agent,1,passive,Lily Triangle is being shaken by Kyle Square.,Kyle,Square,Lily,Triangle,Base_passive_10.jpg,Agent_passive_10.jpg,N,N
,FED_20170825a_3T2,,E,NA,10,10.0044929310097,2,2.00123196898494,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
2,FED_20170825a_3T2,,E,34,12,12.0065950760036,4,3.99371497801621,Patient,1,passive,Kyle Square is being bounced by Zach Star.,Zach,Star,Kyle,Square,Base_passive_34.jpg,Patient_passive_34.jpg,,
,FED_20170825a_3T2,,E,NA,16,16.0009970520041,2,2.00197224601288,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
3,FED_20170825a_3T2,,E,22,18,18.0036827540025,4,3.99757175400737,Agent,0,active,Lily Triangle is rolling Kyle Square.,Lily,Triangle,Kyle,Square,Base_active_22.jpg,Agent_active_22.jpg,,
4,FED_20170825a_3T2,,E,37,22,22.00215694902,4,4.00018069997896,Patient,0,active,Zach Star is rolling Kyle Square.,Zach,Star,Kyle,Square,Base_active_37.jpg,Patient_active_37.jpg,,
5,FED_20170825a_3T2,,E,25,26,26.0031683880079,4,3.99849056900712,Patient,0,active,Lily Triangle is shaking Kyle Square.,Lily,Triangle,Kyle,Square,Base_active_25.jpg,Patient_active_25.jpg,,
6,FED_20170825a_3T2,,E,7,30,30.0027502530138,4,3.99786565898103,Agent,0,active,Kyle Square is rolling Lily Triangle.,Kyle,Square,Lily,Triangle,Base_active_7.jpg,Agent_active_7.jpg,,
7,FED_20170825a_3T2,,E,23,34,34.0013262320135,4,4.00118249800289,Agent,1,passive,Zach Star is being rolled by Lily Triangle.,Lily,Triangle,Zach,Star,Base_passive_23.jpg,Agent_passive_23.jpg,,
8,FED_20170825a_3T2,,E,11,38,38.0032686310005,4,3.99803133500973,Agent,1,passive,Zach Star is being shaken by Kyle Square.,Kyle,Square,Zach,Star,Base_passive_11.jpg,Agent_passive_11.jpg,,
,FED_20170825a_3T2,,E,NA,42,42.0022649019957,2,2.00165467400802,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
9,FED_20170825a_3T2,,E,22,44,44.0046575890156,4,3.99579560398706,Agent,1,passive,Kyle Square is being rolled by Lily Triangle.,Lily,Triangle,Kyle,Square,Base_passive_22.jpg,Agent_passive_22.jpg,,
,FED_20170825a_3T2,,E,NA,48,48.0011425510165,4,4.00215474900324,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
10,FED_20170825a_3T2,,E,34,52,52.0042717950128,4,3.99665386098786,Agent,1,passive,Kyle Square is being bounced by Zach Star.,Zach,Star,Kyle,Square,Base_passive_34.jpg,Agent_passive_34.jpg,,
