Trial,SubjID,Run,Order,ItemNumber,IntendedOnset,ActualOnset,IntendedDuration,ActualDuration,Condition,Flip,FlipMeaning,Sentence,AgentName,AgentShape,PatientName,PatientShape,BaseFilename,BlinkFilename,Response,Correct
1,debug,,D,26,0,0.0020499690000122,0.2,0.198971021000006,Patient,1,passive,Zach Star is being shaken by Lily Triangle.,Lily,Triangle,Zach,Star,Base_passive_26.jpg,Patient_passive_26.jpg,,
,debug,,D,NA,0.2,0.202449290000004,0.12,0.122092844000008,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
2,debug,,D,5,0.32,0.325410158000011,0.08,0.0843974569999943,Agent,0,active,Kyle Square is bouncing Zach Star.,Kyle,Square,Zach,Star,Base_active_5.jpg,Agent_active_5.jpg,,
3,debug,,D,19,0.4,0.410616739000005,0.08,0.0799966769999969,Patient,1,passive,Kyle Square is being bounced by Lily Triangle.,Lily,Triangle,Kyle,Square,Base_passive_19.jpg,Patient_passive_19.jpg,,
,debug,,D,NA,0.48,0.491354004000016,0.04,0.0303664489999846,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
4,debug,,D,4,0.52,0.522175000000004,0.08,0.102477993000008,Agent,0,active,Kyle Square is bouncing Lily Triangle.,Kyle,Square,Lily,Triangle,Base_active_4.jpg,Agent_active_4.jpg,,
,debug,,D,NA,0.6,0.625424054000007,0.08,0.0579415640000036,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
5,debug,,D,10,0.68,0.684042258999995,0.08,0.0778874519999988,Agent,0,active,Kyle Square is shaking Lily Triangle.,Kyle,Square,Lily,Triangle,Base_active_10.jpg,Agent_active_10.jpg,,
,debug,,D,NA,0.76,0.762517529000007,0.04,0.0390324359999852,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
6,debug,,D,19,0.8,0.802014180000015,0.08,0.121785873999983,Agent,0,active,Lily Triangle is bouncing Kyle Square.,Lily,Triangle,Kyle,Square,Base_active_19.jpg,Agent_active_19.jpg,,
,debug,,D,NA,0.88,0.924553145999994,0.04,0.0146412770000097,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
7,debug,,D,23,0.92,0.939976779999995,0.08,0.0669523890000221,Patient,0,active,Lily Triangle is rolling Zach Star.,Lily,Triangle,Zach,Star,Base_active_23.jpg,Patient_active_23.jpg,,
,debug,,D,NA,1,1.00770098000001,0.08,0.0744345039999814,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
8,debug,,D,19,1.08,1.08257479900001,0.08,0.0799185989999955,Patient,0,active,Lily Triangle is bouncing Kyle Square.,Lily,Triangle,Kyle,Square,Base_active_19.jpg,Patient_active_19.jpg,,
9,debug,,D,8,1.16,1.16330252899999,0.08,0.0790080830000193,Agent,0,active,Kyle Square is rolling Zach Star.,Kyle,Square,Zach,Star,Base_active_8.jpg,Agent_active_8.jpg,,
10,debug,,D,41,1.24,1.24294680900002,0.08,0.0806845239999916,Patient,1,passive,Lily Triangle is being shaken by Zach Star.,Zach,Star,Lily,Triangle,Base_passive_41.jpg,Patient_passive_41.jpg,,
11,debug,,D,4,1.32,1.324459469,0.08,0.0831815109999923,Agent,1,passive,Lily Triangle is being bounced by Kyle Square.,Kyle,Square,Lily,Triangle,Base_passive_4.jpg,Agent_passive_4.jpg,,
,debug,,D,NA,1.4,1.40845462999999,0.24,0.234299712000023,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
12,debug,,D,40,1.64,1.64348303200001,0.08,0.0800898550000113,Patient,0,active,Zach Star is shaking Kyle Square.,Zach,Star,Kyle,Square,Base_active_40.jpg,Patient_active_40.jpg,,
13,debug,,D,4,1.72,1.72441853200002,0.08,0.0826981829999909,Patient,0,active,Kyle Square is bouncing Lily Triangle.,Kyle,Square,Lily,Triangle,Base_active_4.jpg,Patient_active_4.jpg,,
,debug,,D,NA,1.8,1.80797249100002,0.08,0.0751783859999762,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
14,debug,,D,10,1.88,1.88408633099999,0.08,0.0763595960000032,Agent,1,passive,Lily Triangle is being shaken by Kyle Square.,Kyle,Square,Lily,Triangle,Base_passive_10.jpg,Agent_passive_10.jpg,,
15,debug,,D,22,1.96,1.96115023300001,0.08,0.0804793410000002,Agent,1,passive,Kyle Square is being rolled by Lily Triangle.,Lily,Triangle,Kyle,Square,Base_passive_22.jpg,Agent_passive_22.jpg,,
16,debug,,D,23,2.04,2.04245596500002,0.08,0.0826464289999933,Agent,1,passive,Zach Star is being rolled by Lily Triangle.,Lily,Triangle,Zach,Star,Base_passive_23.jpg,Agent_passive_23.jpg,,
,debug,,D,NA,2.12,2.12593687700002,0.16,0.157556959000004,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
17,debug,,D,25,2.28,2.28418103199999,0.08,0.0763816600000098,Patient,0,active,Lily Triangle is shaking Kyle Square.,Lily,Triangle,Kyle,Square,Base_active_25.jpg,Patient_active_25.jpg,,
,debug,,D,NA,2.36,2.361414806,0.08,0.0812726370000121,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
18,debug,,D,34,2.44,2.443273191,0.08,0.0807901930000128,Agent,1,passive,Kyle Square is being bounced by Zach Star.,Zach,Star,Kyle,Square,Base_passive_34.jpg,Agent_passive_34.jpg,,
,debug,,D,NA,2.52,2.52488052699999,0.04,0.0375006340000255,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
