Trial,SubjID,Run,Order,ItemNumber,IntendedOnset,ActualOnset,IntendedDuration,ActualDuration,Condition,Flip,FlipMeaning,Sentence,AgentName,AgentShape,PatientName,PatientShape,BaseFilename,BlinkFilename,Response,Correct
1,debug,,B,41,0,0.000620192999122082,0.08,0.0990738300006342,Patient,1,flipped,Lily Triangle is being shaken by Zach Star.,Zach,Star,Lily,Triangle,Base_flipped_41.jpg,Patient_flipped_41.jpg,,
2,debug,,B,40,0.08,0.100396127998465,0.08,0.0987638090009568,Patient,0,orig,Zach Star is shaking Kyle Square.,Zach,Star,Kyle,Square,Base_orig_40.jpg,Patient_orig_40.jpg,,
,debug,,B,NA,0.16,0.199963856999602,0.04,0.0174723410000297,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
3,debug,,B,8,0.2,0.218288576999839,0.08,0.0973393719996238,Agent,0,orig,Kyle Square is rolling Zach Star.,Kyle,Square,Zach,Star,Base_orig_8.jpg,Agent_orig_8.jpg,,
4,debug,,B,38,0.28,0.316402996999386,0.08,0.08321628900012,Patient,1,flipped,Lily Triangle is being rolled by Zach Star.,Zach,Star,Lily,Triangle,Base_flipped_38.jpg,Patient_flipped_38.jpg,,
5,debug,,B,7,0.36,0.400316911000118,0.08,0.0819334759999037,Patient,0,orig,Kyle Square is rolling Lily Triangle.,Kyle,Square,Lily,Triangle,Base_orig_7.jpg,Patient_orig_7.jpg,,
6,debug,,B,34,0.44,0.482934423998813,0.08,0.0503217540008336,Patient,0,orig,Zach Star is bouncing Kyle Square.,Zach,Star,Kyle,Square,Base_orig_34.jpg,Patient_orig_34.jpg,,
7,debug,,B,41,0.52,0.533871667999847,0.08,0.0819658000000345,Agent,0,orig,Zach Star is shaking Lily Triangle.,Zach,Star,Lily,Triangle,Base_orig_41.jpg,Agent_orig_41.jpg,,
,debug,,B,NA,0.6,0.616458921998856,0.04,0.0256603460002225,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
8,debug,,B,5,0.64,0.64263411399952,0.08,0.0898608320003405,Patient,1,flipped,Zach Star is being bounced by Kyle Square.,Kyle,Square,Zach,Star,Base_flipped_5.jpg,Patient_flipped_5.jpg,,
,debug,,B,NA,0.72,0.733112422998602,0.08,0.0686227180012793,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
9,debug,,B,8,0.8,0.802128616000118,0.08,0.0976874329990096,Patient,0,orig,Kyle Square is rolling Zach Star.,Kyle,Square,Zach,Star,Base_orig_8.jpg,Patient_orig_8.jpg,,
10,debug,,B,26,0.88,0.900473769999735,0.08,0.0815961199987214,Patient,0,orig,Lily Triangle is shaking Zach Star.,Lily,Triangle,Zach,Star,Base_orig_26.jpg,Patient_orig_26.jpg,,
11,debug,,B,7,0.96,0.982711553999252,0.08,0.0835866510005872,Agent,0,orig,Kyle Square is rolling Lily Triangle.,Kyle,Square,Lily,Triangle,Base_orig_7.jpg,Agent_orig_7.jpg,,
12,debug,,B,4,1.04,1.06693998299852,0.2,0.174034880999898,Patient,0,orig,Kyle Square is bouncing Lily Triangle.,Kyle,Square,Lily,Triangle,Base_orig_4.jpg,Patient_orig_4.jpg,,N
,debug,,B,NA,1.24,1.24140659199838,0.04,0.041186505000951,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
13,debug,,B,19,1.28,1.2830000289996,0.08,0.116586203999759,Agent,1,flipped,Kyle Square is being bounced by Lily Triangle.,Lily,Triangle,Kyle,Square,Base_flipped_19.jpg,Agent_flipped_19.jpg,,
14,debug,,B,37,1.36,1.40032935099953,0.08,0.0823545820003346,Agent,1,flipped,Kyle Square is being rolled by Zach Star.,Zach,Star,Kyle,Square,Base_flipped_37.jpg,Agent_flipped_37.jpg,,
,debug,,B,NA,1.44,1.48334772099952,0.08,0.0386226209993765,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
15,debug,,B,20,1.52,1.52237362399865,0.08,0.0938032370013389,Agent,1,flipped,Zach Star is being bounced by Lily Triangle.,Lily,Triangle,Zach,Star,Base_flipped_20.jpg,Agent_flipped_20.jpg,,
,debug,,B,NA,1.6,1.6167747799991,0.04,0.026425781999933,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
16,debug,,B,25,1.64,1.64370427799986,0.08,0.0893107849988155,Patient,1,flipped,Kyle Square is being shaken by Lily Triangle.,Lily,Triangle,Kyle,Square,Base_flipped_25.jpg,Patient_flipped_25.jpg,,
17,debug,,B,22,1.72,1.73372209399895,0.08,0.0826231099999859,Patient,1,flipped,Kyle Square is being rolled by Lily Triangle.,Lily,Triangle,Kyle,Square,Base_flipped_22.jpg,Patient_flipped_22.jpg,,
,debug,,B,NA,1.8,1.81694190399867,0.12,0.105289111001184,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
18,debug,,B,10,1.92,1.92263526599891,0.08,0.0936752510006045,Agent,0,orig,Kyle Square is shaking Lily Triangle.,Kyle,Square,Lily,Triangle,Base_orig_10.jpg,Agent_orig_10.jpg,,
,debug,,B,NA,2,2.01690293599859,0.04,0.0253333740001835,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
19,debug,,B,11,2.04,2.04272531700008,0.08,0.090330572998937,Patient,0,orig,Kyle Square is shaking Zach Star.,Kyle,Square,Zach,Star,Base_orig_11.jpg,Patient_orig_11.jpg,,
,debug,,B,NA,2.12,2.13365311599955,0.04,0.0291681340004288,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
20,debug,,B,26,2.16,2.1632223259985,0.08,0.119664200999978,Patient,1,flipped,Zach Star is being shaken by Lily Triangle.,Lily,Triangle,Zach,Star,Base_flipped_26.jpg,Patient_flipped_26.jpg,,
21,debug,,B,22,2.24,2.28360093899937,0.2,0.156748814999446,Agent,1,flipped,Kyle Square is being rolled by Lily Triangle.,Lily,Triangle,Kyle,Square,Base_flipped_22.jpg,Agent_flipped_22.jpg,,N
22,debug,,B,25,2.44,2.44071529999928,0.08,0.0922067539995624,Agent,1,flipped,Kyle Square is being shaken by Lily Triangle.,Lily,Triangle,Kyle,Square,Base_flipped_25.jpg,Agent_flipped_25.jpg,,
23,debug,,B,23,2.52,2.5335934449995,0.08,0.0829331419990922,Agent,1,flipped,Zach Star is being rolled by Lily Triangle.,Lily,Triangle,Zach,Star,Base_flipped_23.jpg,Agent_flipped_23.jpg,,
,debug,,B,NA,2.6,2.61720434800009,0.08,0.0648352279986284,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
24,debug,,B,4,2.68,2.68239725799867,0.08,0.117449018000116,Patient,1,flipped,Lily Triangle is being bounced by Kyle Square.,Kyle,Square,Lily,Triangle,Base_flipped_4.jpg,Patient_flipped_4.jpg,,
