Trial,SubjID,Run,Order,ItemNumber,IntendedOnset,ActualOnset,IntendedDuration,ActualDuration,Condition,Flip,FlipMeaning,Sentence,AgentName,AgentShape,PatientName,PatientShape,BaseFilename,BlinkFilename,Response,Correct
1,sentencecheck,,A,25,0,0.00163568198331632,4,3.99927822401514,Patient,1,passive,Kyle Square is being shaken by Lily Triangle.,Lily,Triangle,Kyle,Square,Base_passive_25.jpg,Patient_passive_25.jpg,,
2,sentencecheck,,A,25,4,4.00178870800301,4,3.99962416599737,Agent,1,passive,Kyle Square is being shaken by Lily Triangle.,Lily,Triangle,Kyle,Square,Base_passive_25.jpg,Agent_passive_25.jpg,,
,sentencecheck,,A,NA,8,8.00212635300704,6,6.00363269099034,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
3,sentencecheck,,A,40,14,14.0068348399946,4,3.99414356800844,Agent,1,passive,Kyle Square is being shaken by Zach Star.,Zach,Star,Kyle,Square,Base_passive_40.jpg,Agent_passive_40.jpg,,
4,sentencecheck,,A,40,18,18.001549159002,4,4.00078121598926,Agent,0,active,Zach Star is shaking Kyle Square.,Zach,Star,Kyle,Square,Base_active_40.jpg,Agent_active_40.jpg,,
,sentencecheck,,A,NA,22,22.0031693670026,4,3.99969876898103,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
5,sentencecheck,,A,7,26,26.0033741229854,4,3.99707940602093,Agent,0,active,Kyle Square is rolling Lily Triangle.,Kyle,Square,Lily,Triangle,Base_active_7.jpg,Agent_active_7.jpg,,
,sentencecheck,,A,NA,30,30.0011819950014,2,2.00332702198648,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
6,sentencecheck,,A,8,32,32.0052114299906,4,3.99605450901436,Patient,0,active,Kyle Square is rolling Zach Star.,Kyle,Square,Zach,Star,Base_active_8.jpg,Patient_active_8.jpg,,
7,sentencecheck,,A,35,36,36.0017871199816,4,3.99934821302304,Agent,1,passive,Lily Triangle is being bounced by Zach Star.,Zach,Star,Lily,Triangle,Base_passive_35.jpg,Agent_passive_35.jpg,,
,sentencecheck,,A,NA,40,40.0017061560065,2,2.00256998097757,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
8,sentencecheck,,A,8,42,42.0049703459954,4,3.99549737400957,Agent,1,passive,Zach Star is being rolled by Kyle Square.,Kyle,Square,Zach,Star,Base_passive_8.jpg,Agent_passive_8.jpg,,
9,sentencecheck,,A,19,46,46.0009146429948,4,4.00120073198923,Agent,1,passive,Kyle Square is being bounced by Lily Triangle.,Lily,Triangle,Kyle,Square,Base_passive_19.jpg,Agent_passive_19.jpg,,
,sentencecheck,,A,NA,50,50.0029564469878,6,6.00039452701458,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
10,sentencecheck,,A,41,56,56.0039645869983,10,9.99677452698234,Patient,0,active,Zach Star is shaking Lily Triangle.,Zach,Star,Lily,Triangle,Base_active_41.jpg,Patient_active_41.jpg,Y,Y
11,sentencecheck,,A,4,66,66.0014713720011,4,3.99967810098315,Patient,1,passive,Lily Triangle is being bounced by Kyle Square.,Kyle,Square,Lily,Triangle,Base_passive_4.jpg,Patient_passive_4.jpg,,
,sentencecheck,,A,NA,70,70.0016086479882,4,4.00155631900998,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
12,sentencecheck,,A,19,74,74.0041648829938,4,3.99684851599159,Agent,0,active,Lily Triangle is bouncing Kyle Square.,Lily,Triangle,Kyle,Square,Base_active_19.jpg,Agent_active_19.jpg,,
,sentencecheck,,A,NA,78,78.0015936169948,4,4.00141921598697,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
