Trial,SubjID,Run,Order,ItemNumber,IntendedOnset,ActualOnset,IntendedDuration,ActualDuration,Condition,Flip,FlipMeaning,Sentence,AgentName,AgentShape,PatientName,PatientShape,BaseFilename,BlinkFilename,Response,Correct
1,FED_20170824a_3T2,,C,26,0,0.000942276004934683,4,4.0011730339902,Agent,0,active,Lily Triangle is shaking Zach Star.,Lily,Triangle,Zach,Star,Base_active_26.jpg,Agent_active_26.jpg,,
2,FED_20170824a_3T2,,C,34,4,4.00277698700665,4,3.99808678601403,Agent,0,active,Zach Star is bouncing Kyle Square.,Zach,Star,Kyle,Square,Base_active_34.jpg,Agent_active_34.jpg,,
,FED_20170824a_3T2,,C,NA,8,8.00164458801737,8,8.00136048998684,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
3,FED_20170824a_3T2,,C,20,16,16.003621647018,4,3.99751895197551,Patient,0,active,Lily Triangle is bouncing Zach Star.,Lily,Triangle,Zach,Star,Base_active_20.jpg,Patient_active_20.jpg,,
4,FED_20170824a_3T2,,C,38,20,20.0021367669979,4,4.00008528900798,Agent,1,passive,Lily Triangle is being rolled by Zach Star.,Zach,Star,Lily,Triangle,Base_passive_38.jpg,Agent_passive_38.jpg,,
,FED_20170824a_3T2,,C,NA,24,24.0029803530197,2,2.00074175000191,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
5,FED_20170824a_3T2,,C,20,26,26.0043324780127,4,3.99660224700347,Agent,0,active,Lily Triangle is bouncing Zach Star.,Lily,Triangle,Zach,Star,Base_active_20.jpg,Agent_active_20.jpg,,
,FED_20170824a_3T2,,C,NA,30,30.0021814079955,4,4.00082268400001,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
6,FED_20170824a_3T2,,C,41,34,34.0036250480043,4,3.99849633598933,Patient,0,active,Zach Star is shaking Lily Triangle.,Zach,Star,Lily,Triangle,Base_active_41.jpg,Patient_active_41.jpg,,
7,FED_20170824a_3T2,,C,22,38,38.0030175010033,4,3.99890954300645,Agent,0,active,Lily Triangle is rolling Kyle Square.,Lily,Triangle,Kyle,Square,Base_active_22.jpg,Agent_active_22.jpg,,
8,FED_20170824a_3T2,,C,37,42,42.0027325620176,4,3.99978470199858,Agent,1,passive,Kyle Square is being rolled by Zach Star.,Zach,Star,Kyle,Square,Base_passive_37.jpg,Agent_passive_37.jpg,,
9,FED_20170824a_3T2,,C,23,46,46.0032036300108,4,3.99874958099099,Patient,0,active,Lily Triangle is rolling Zach Star.,Lily,Triangle,Zach,Star,Base_active_23.jpg,Patient_active_23.jpg,,
10,FED_20170824a_3T2,,C,22,50,50.0026649300125,4,3.99798138998449,Patient,1,passive,Kyle Square is being rolled by Lily Triangle.,Lily,Triangle,Kyle,Square,Base_passive_22.jpg,Patient_passive_22.jpg,,
,FED_20170824a_3T2,,C,NA,54,54.0013245310111,4,4.00162129700766,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
11,FED_20170824a_3T2,,C,10,58,58.0036309290153,10,9.99743750199559,Patient,0,active,Kyle Square is shaking Lily Triangle.,Kyle,Square,Lily,Triangle,Base_active_10.jpg,Patient_active_10.jpg,,N
12,FED_20170824a_3T2,,C,38,68,68.0019056920137,4,3.99935793099576,Patient,0,active,Zach Star is rolling Lily Triangle.,Zach,Star,Lily,Triangle,Base_active_38.jpg,Patient_active_38.jpg,,
,FED_20170824a_3T2,,C,NA,72,72.0022555210162,6,5.99963898898568,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
