Trial,SubjID,Run,Order,ItemNumber,IntendedOnset,ActualOnset,IntendedDuration,ActualDuration,Condition,Flip,FlipMeaning,Sentence,AgentName,AgentShape,PatientName,PatientShape,BaseFilename,BlinkFilename,Response,Correct
1,FED_20170823a_3T2,,B,41,0,0.0015846699825488,4,4.00039538601413,Patient,1,passive,Lily Triangle is being shaken by Zach Star.,Zach,Star,Lily,Triangle,Base_passive_41.jpg,Patient_passive_41.jpg,,
2,FED_20170823a_3T2,,B,40,4,4.00274108498706,4,3.99825207699905,Patient,0,active,Zach Star is shaking Kyle Square.,Zach,Star,Kyle,Square,Base_active_40.jpg,Patient_active_40.jpg,,
,FED_20170823a_3T2,,B,NA,8,8.00178917500307,2,2.00136675298563,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
3,FED_20170823a_3T2,,B,8,10,10.0037734219804,4,3.99749769901973,Agent,0,active,Kyle Square is rolling Zach Star.,Kyle,Square,Zach,Star,Base_active_8.jpg,Agent_active_8.jpg,,
4,FED_20170823a_3T2,,B,38,14,14.0019372469978,4,3.99877558500157,Patient,1,passive,Lily Triangle is being rolled by Zach Star.,Zach,Star,Lily,Triangle,Base_passive_38.jpg,Patient_passive_38.jpg,,
5,FED_20170823a_3T2,,B,7,18,18.0014525330043,4,3.99926827999298,Patient,0,active,Kyle Square is rolling Lily Triangle.,Kyle,Square,Lily,Triangle,Base_active_7.jpg,Patient_active_7.jpg,,
6,FED_20170823a_3T2,,B,34,22,22.0017327370006,4,3.99966967498767,Patient,0,active,Zach Star is bouncing Kyle Square.,Zach,Star,Kyle,Square,Base_active_34.jpg,Patient_active_34.jpg,,
7,FED_20170823a_3T2,,B,41,26,26.002024329995,4,3.99997194300522,Agent,0,active,Zach Star is shaking Lily Triangle.,Zach,Star,Lily,Triangle,Base_active_41.jpg,Agent_active_41.jpg,,
,FED_20170823a_3T2,,B,NA,30,30.0027684569941,2,1.9993823110126,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
8,FED_20170823a_3T2,,B,5,32,32.0027888749901,4,3.99924771301448,Patient,1,passive,Zach Star is being bounced by Kyle Square.,Kyle,Square,Zach,Star,Base_passive_5.jpg,Patient_passive_5.jpg,,
,FED_20170823a_3T2,,B,NA,36,36.0027536179987,4,3.99951292600599,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
9,FED_20170823a_3T2,,B,8,40,40.0029198789853,4,3.99850543701905,Patient,0,active,Kyle Square is rolling Zach Star.,Kyle,Square,Zach,Star,Base_active_8.jpg,Patient_active_8.jpg,,
10,FED_20170823a_3T2,,B,26,44,44.0021787410078,4,3.99974804598605,Patient,0,active,Lily Triangle is shaking Zach Star.,Lily,Triangle,Zach,Star,Base_active_26.jpg,Patient_active_26.jpg,,
11,FED_20170823a_3T2,,B,7,48,48.0026726390061,4,3.99786653497722,Agent,0,active,Kyle Square is rolling Lily Triangle.,Kyle,Square,Lily,Triangle,Base_active_7.jpg,Agent_active_7.jpg,,
12,FED_20170823a_3T2,,B,4,52,52.001520817983,10,9.99964600300882,Patient,0,active,Kyle Square is bouncing Lily Triangle.,Kyle,Square,Lily,Triangle,Base_active_4.jpg,Patient_active_4.jpg,,N
,FED_20170823a_3T2,,B,NA,62,62.0020368649857,2,2.00124012501328,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
13,FED_20170823a_3T2,,B,19,64,64.0039008400054,4,3.9968984379957,Agent,1,passive,Kyle Square is being bounced by Lily Triangle.,Lily,Triangle,Kyle,Square,Base_passive_19.jpg,Agent_passive_19.jpg,,
14,FED_20170823a_3T2,,B,37,68,68.0014836369955,4,3.99907542800065,Agent,1,passive,Kyle Square is being rolled by Zach Star.,Zach,Star,Kyle,Square,Base_passive_37.jpg,Agent_passive_37.jpg,,
,FED_20170823a_3T2,,B,NA,72,72.0012110160023,4,4.00180932600051,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
15,FED_20170823a_3T2,,B,20,76,76.003701367008,4,3.99662405499839,Agent,1,passive,Zach Star is being bounced by Lily Triangle.,Lily,Triangle,Zach,Star,Base_passive_20.jpg,Agent_passive_20.jpg,,
,FED_20170823a_3T2,,B,NA,80,80.0009500469896,2,2.00131246901583,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
16,FED_20170823a_3T2,,B,25,82,82.002963543986,4,3.99840586699429,Patient,1,passive,Kyle Square is being shaken by Lily Triangle.,Lily,Triangle,Kyle,Square,Base_passive_25.jpg,Patient_passive_25.jpg,,
17,FED_20170823a_3T2,,B,22,86,86.002257221,4,3.99946440398344,Patient,1,passive,Kyle Square is being rolled by Lily Triangle.,Lily,Triangle,Kyle,Square,Base_passive_22.jpg,Patient_passive_22.jpg,,
,FED_20170823a_3T2,,B,NA,90,90.0024779390078,6,6.0010568399739,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
18,FED_20170823a_3T2,,B,10,96,96.0043086539954,4,3.99681027198676,Agent,0,active,Kyle Square is shaking Lily Triangle.,Kyle,Square,Lily,Triangle,Base_active_10.jpg,Agent_active_10.jpg,,
,FED_20170823a_3T2,,B,NA,100,100.001777639991,2,2.00117906800006,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
19,FED_20170823a_3T2,,B,11,102,102.003697245003,4,3.99719322400051,Patient,0,active,Kyle Square is shaking Zach Star.,Kyle,Square,Zach,Star,Base_active_11.jpg,Patient_active_11.jpg,,
,FED_20170823a_3T2,,B,NA,106,106.001760240004,2,2.0003160929773,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
20,FED_20170823a_3T2,,B,26,108,108.002921187988,4,3.99742791100289,Patient,1,passive,Zach Star is being shaken by Lily Triangle.,Lily,Triangle,Zach,Star,Base_passive_26.jpg,Patient_passive_26.jpg,,
