"","Group","ROIName","ROI","contrastName","themean","sterr","se_up","se_down"
"1","LHLang","LocalizerAverage",0,"agt",0.284378416666667,0.0745390530326994,0.358917469699366,0.209839363633967
"2","LHLang","LocalizerAverage",0,"pat",0.385724416666667,0.0425264095318307,0.428250826198497,0.343198007134836
